banks,window,variant,pattern,size,twotc,seed,completion
4,10d,dap_only,Uniform,200,10%,9,95.89211056991446
4,10d,dap_only,Uniform,200,20%,0,95.75832127052367
4,10d,dap_only,Uniform,200,20%,1,95.72820120528812
4,10d,dap_only,Uniform,200,20%,2,96.37796203022046
4,10d,dap_only,Uniform,200,20%,3,94.63318603598033
4,10d,dap_only,Uniform,200,20%,4,94.44785177870713
4,10d,dap_only,Uniform,200,20%,5,96.26796667017531
4,10d,dap_only,Uniform,200,20%,6,96.17754316609948
4,10d,dap_only,Uniform,200,20%,7,95.52199963763843
4,10d,dap_only,Uniform,200,20%,8,96.10052942959125
4,10d,dap_only,Uniform,200,20%,9,95.78070314615972
4,10d,dap_only,Uniform,200,30%,0,95.72918499277375
4,10d,dap_only,Uniform,200,30%,1,94.0898077575668
4,10d,dap_only,Uniform,200,30%,2,95.61736466886033
4,10d,dap_only,Uniform,200,30%,3,95.15256441747677
4,10d,dap_only,Uniform,200,30%,4,95.69191603918179
4,10d,dap_only,Uniform,200,30%,5,95.02022453636879
4,10d,dap_only,Uniform,200,30%,6,95.60197642136416
4,10d,dap_only,Uniform,200,30%,7,96.65461380737825
4,10d,dap_only,Uniform,200,30%,8,94.6142513017758
4,10d,dap_only,Uniform,200,30%,9,94.43758980006372
4,10d,dap_only,Uniform,300,10%,0,95.52730189057944
4,10d,dap_only,Uniform,300,10%,1,94.75673574460671
4,10d,dap_only,Uniform,300,10%,2,94.74563053461938
4,10d,dap_only,Uniform,300,10%,3,95.7327312873732
4,10d,dap_only,Uniform,300,10%,4,94.44138717971397
4,10d,dap_only,Uniform,300,10%,5,95.20599762195343
4,10d,dap_only,Uniform,300,10%,6,95.44584618258652
4,10d,dap_only,Uniform,300,10%,7,95.60759532883618
4,10d,dap_only,Uniform,300,10%,8,95.64673308566626
4,10d,dap_only,Uniform,300,10%,9,95.93488422304694
4,10d,dap_only,Uniform,300,20%,0,96.47101336093544
4,10d,dap_only,Uniform,300,20%,1,95.121503879303
4,10d,dap_only,Uniform,300,20%,2,93.96072490204833
4,10d,dap_only,Uniform,300,20%,3,94.37144898171337
4,10d,dap_only,Uniform,300,20%,4,93.90056367610667
4,10d,dap_only,Uniform,300,20%,5,94.18781456570922
4,10d,dap_only,Uniform,300,20%,6,94.16554226618902
4,10d,dap_only,Uniform,300,20%,7,95.32447491596365
4,10d,dap_only,Uniform,300,20%,8,95.44033234705736
4,10d,dap_only,Uniform,300,20%,9,95.26408992353821
4,10d,dap_only,Uniform,300,30%,0,96.01988097418347
4,10d,dap_only,Uniform,300,30%,1,94.34689578911993
4,10d,dap_only,Uniform,300,30%,2,95.41928198902667
4,10d,dap_only,Uniform,300,30%,3,95.46383223819457
4,10d,dap_only,Uniform,300,30%,4,96.45538873842135
4,10d,dap_only,Uniform,300,30%,5,95.04495356970924
4,10d,dap_only,Uniform,300,30%,6,94.42756203846022
4,10d,dap_only,Uniform,300,30%,7,95.53020747987875
4,10d,dap_only,Uniform,300,30%,8,94.90539279686274
4,10d,dap_only,Uniform,300,30%,9,95.49386128813215
4,10d,dap_only,Uniform,400,10%,0,95.12937311832563
4,10d,dap_only,Uniform,400,10%,1,95.50509046051106
4,10d,dap_only,Uniform,400,10%,2,95.7540668168402
4,10d,dap_only,Uniform,400,10%,3,95.46301840666442
4,10d,dap_only,Uniform,400,10%,4,95.68240924761265
4,10d,dap_only,Uniform,400,10%,5,94.56330062449506
4,10d,dap_only,Uniform,400,10%,6,95.8114049934747
4,10d,dap_only,Uniform,400,10%,7,96.85430891167076
4,10d,dap_only,Uniform,400,10%,8,95.22606578292375
4,10d,dap_only,Uniform,400,10%,9,95.67361060700777
4,10d,dap_only,Uniform,400,20%,0,94.63894692202592
4,10d,dap_only,Uniform,400,20%,1,96.00626478839025
4,10d,dap_only,Uniform,400,20%,2,95.4140172368376
4,10d,dap_only,Uniform,400,20%,3,95.18380777286062
4,10d,dap_only,Uniform,400,20%,4,93.86508376054869
4,10d,dap_only,Uniform,400,20%,5,95.70236594664706
4,10d,dap_only,Uniform,400,20%,6,94.38690651494414
4,10d,dap_only,Uniform,400,20%,7,94.85196603410746
4,10d,dap_only,Uniform,400,20%,8,95.68468575241128
4,10d,dap_only,Uniform,400,20%,9,95.85646228279947
4,10d,dap_only,Uniform,400,30%,0,96.49786495384792
4,10d,dap_only,Uniform,400,30%,1,95.31778312105388
4,10d,dap_only,Uniform,400,30%,2,95.0041783188914
4,10d,dap_only,Uniform,400,30%,3,94.13729322043667
4,10d,dap_only,Uniform,400,30%,4,94.56534152951349
4,10d,dap_only,Uniform,400,30%,5,94.95378297067944
4,10d,dap_only,Uniform,400,30%,6,94.90541419142237
4,10d,dap_only,Uniform,400,30%,7,96.55173788993461
4,10d,dap_only,Uniform,400,30%,8,96.48657972476101
4,10d,dap_only,Uniform,400,30%,9,96.16882257306308
4,10d,fpr_only,Uniform,200,10%,0,95.6418074684929
4,10d,fpr_only,Uniform,200,10%,1,95.8408231288752
4,10d,fpr_only,Uniform,200,10%,2,94.96364598942549
4,10d,fpr_only,Uniform,200,10%,3,95.37658816359853
4,10d,fpr_only,Uniform,200,10%,4,95.78550386457034
4,10d,fpr_only,Uniform,200,10%,5,94.62057108387212
4,10d,fpr_only,Uniform,200,10%,6,95.2059752716144
4,10d,fpr_only,Uniform,200,10%,7,94.78441729783704
4,10d,fpr_only,Uniform,200,10%,8,94.82982245959352
4,10d,fpr_only,Uniform,200,10%,9,95.17801435503125
4,10d,fpr_only,Uniform,200,20%,0,95.04345682871921
4,10d,fpr_only,Uniform,200,20%,1,95.2166654007371
4,10d,fpr_only,Uniform,200,20%,2,95.12097078437678
4,10d,fpr_only,Uniform,200,20%,3,94.25445954305161
4,10d,fpr_only,Uniform,200,20%,4,95.21603780753702
4,10d,fpr_only,Uniform,200,20%,5,94.89601513469617
4,10d,fpr_only,Uniform,200,20%,6,93.89267862449474
4,10d,fpr_only,Uniform,200,20%,7,94.58261102148656
4,10d,fpr_only,Uniform,200,20%,8,95.22585769173604
4,10d,fpr_only,Uniform,200,20%,9,94.98069798902402
4,10d,fpr_only,Uniform,200,30%,0,94.97097042922027
4,10d,fpr_only,Uniform,200,30%,1,95.4329215753521
4,10d,fpr_only,Uniform,200,30%,2,94.84610342655785
4,10d,fpr_only,Uniform,200,30%,3,96.36967416108817
4,10d,fpr_only,Uniform,200,30%,4,95.10516051297354
4,10d,fpr_only,Uniform,200,30%,5,95.45235807639384
4,10d,fpr_only,Uniform,200,30%,6,95.33033479994944
4,10d,fpr_only,Uniform,200,30%,7,95.29734723456743
4,10d,fpr_only,Uniform,200,30%,8,93.9739671362688
4,10d,fpr_only,Uniform,200,30%,9,94.14061671099496
4,10d,fpr_only,Uniform,300,10%,0,94.79114125412701
4,10d,fpr_only,Uniform,300,10%,1,95.32857349921404
4,10d,fpr_only,Uniform,300,10%,2,94.87204478188522
4,10d,fpr_only,Uniform,300,10%,3,95.21680232942842
4,10d,fpr_only,Uniform,300,10%,4,94.75113411283888
4,10d,fpr_only,Uniform,300,10%,5,94.423695977517
4,10d,fpr_only,Uniform,300,10%,6,94.72764978464649
4,10d,fpr_only,Uniform,300,10%,7,94.01751561442344
4,10d,fpr_only,Uniform,300,10%,8,95.1307079475837
4,10d,fpr_only,Uniform,300,10%,9,95.28074160353206
4,10d,fpr_only,Uniform,300,20%,0,95.57436215186155
4,10d,fpr_only,Uniform,300,20%,1,95.86518882035779
4,10d,fpr_only,Uniform,300,20%,2,94.87135850915071
4,10d,fpr_only,Uniform,300,20%,3,95.10516969091078
4,10d,fpr_only,Uniform,300,20%,4,95.0521273908828
4,10d,fpr_only,Uniform,300,20%,5,95.28468613809673
4,10d,fpr_only,Uniform,300,20%,6,94.8592124303352
4,10d,fpr_only,Uniform,300,20%,7,94.18765833118023
4,10d,fpr_only,Uniform,300,20%,8,94.79902993143402
4,10d,fpr_only,Uniform,300,20%,9,95.10039085650226
4,10d,fpr_only,Uniform,300,30%,0,94.79414869032405
4,10d,fpr_only,Uniform,300,30%,1,94.04234876793468
4,10d,fpr_only,Uniform,300,30%,2,96.00048370305119
4,10d,fpr_only,Uniform,300,30%,3,94.51077122996902
4,10d,fpr_only,Uniform,300,30%,4,94.92562691272988
4,10d,fpr_only,Uniform,300,30%,5,94.6294960459714
4,10d,fpr_only,Uniform,300,30%,6,94.85686484759373
4,10d,fpr_only,Uniform,300,30%,7,95.44153540531872
4,10d,fpr_only,Uniform,300,30%,8,95.51662422985704
4,10d,fpr_only,Uniform,300,30%,9,95.74452506534936
4,10d,fpr_only,Uniform,400,10%,0,94.30970494996812
4,10d,fpr_only,Uniform,400,10%,1,94.1936064123883
4,10d,fpr_only,Uniform,400,10%,2,95.2669086274566
4,10d,fpr_only,Uniform,400,10%,3,95.26580541575781
4,10d,fpr_only,Uniform,400,10%,4,94.77940094553536
4,10d,fpr_only,Uniform,400,10%,5,95.45516893528959
4,10d,fpr_only,Uniform,400,10%,6,95.5283615397089
4,10d,fpr_only,Uniform,400,10%,7,95.40637970321193
4,10d,fpr_only,Uniform,400,10%,8,95.66187371238874
4,10d,fpr_only,Uniform,400,10%,9,94.95170966300611
4,10d,fpr_only,Uniform,400,20%,0,95.33919940817134
4,10d,fpr_only,Uniform,400,20%,1,94.56364420317215
4,10d,fpr_only,Uniform,400,20%,2,95.3428095561712
4,10d,fpr_only,Uniform,400,20%,3,95.75494533515669
4,10d,fpr_only,Uniform,400,20%,4,94.98176849623266
4,10d,fpr_only,Uniform,400,20%,5,94.81685420500449
4,10d,fpr_only,Uniform,400,20%,6,94.76352390581509
4,10d,fpr_only,Uniform,400,20%,7,95.0617626139554
4,10d,fpr_only,Uniform,400,20%,8,95.02699210293547
4,10d,fpr_only,Uniform,400,20%,9,95.71304516449837
4,10d,fpr_only,Uniform,400,30%,0,94.83490844569839
4,10d,fpr_only,Uniform,400,30%,1,94.67757307816571
4,10d,fpr_only,Uniform,400,30%,2,95.04137568309078
4,10d,fpr_only,Uniform,400,30%,3,95.23494322942368
4,10d,fpr_only,Uniform,400,30%,4,95.46158447460213
4,10d,fpr_only,Uniform,400,30%,5,94.59428779077395
4,10d,fpr_only,Uniform,400,30%,6,94.24744709626657
4,10d,fpr_only,Uniform,400,30%,7,95.1667478797305
4,10d,fpr_only,Uniform,400,30%,8,95.03772988715606
4,10d,fpr_only,Uniform,400,30%,9,94.99171386650863
4,10d,baseline_lhac,Uniform,200,10%,0,90.638939178713
4,10d,baseline_lhac,Uniform,200,10%,1,91.87721748035054
4,10d,baseline_lhac,Uniform,200,10%,2,92.30833921022733
4,10d,baseline_lhac,Uniform,200,10%,3,92.2472737758889
4,10d,baseline_lhac,Uniform,200,10%,4,91.7324623006856
4,10d,baseline_lhac,Uniform,200,10%,5,90.15789937221693
4,10d,baseline_lhac,Uniform,200,10%,6,91.06915218360254
4,10d,baseline_lhac,Uniform,200,10%,7,91.12509541498719
4,10d,baseline_lhac,Uniform,200,10%,8,90.63046670435922
4,10d,baseline_lhac,Uniform,200,10%,9,90.86590714142174
4,10d,baseline_lhac,Uniform,200,20%,0,91.39778768529168
4,10d,baseline_lhac,Uniform,200,20%,1,89.83372527777765
4,10d,baseline_lhac,Uniform,200,20%,2,92.7916877750058
4,10d,baseline_lhac,Uniform,200,20%,3,91.94339798014204
4,10d,baseline_lhac,Uniform,200,20%,4,90.51188282079588
4,10d,baseline_lhac,Uniform,200,20%,5,91.15467143829702
4,10d,baseline_lhac,Uniform,200,20%,6,91.14436427157416
4,10d,baseline_lhac,Uniform,200,20%,7,90.26855901259479
4,10d,baseline_lhac,Uniform,200,20%,8,90.63347839948081
4,10d,baseline_lhac,Uniform,200,20%,9,90.29484729675848
4,10d,baseline_lhac,Uniform,200,30%,0,94.65503260302626
4,10d,baseline_lhac,Uniform,200,30%,1,90.71914214333705
4,10d,baseline_lhac,Uniform,200,30%,2,92.0328013402793
4,10d,baseline_lhac,Uniform,200,30%,3,92.25326702280982
4,10d,baseline_lhac,Uniform,200,30%,4,92.0319291180791
4,10d,baseline_lhac,Uniform,200,30%,5,91.66745620913971
4,10d,baseline_lhac,Uniform,200,30%,6,90.29811987158132
4,10d,baseline_lhac,Uniform,200,30%,7,90.78461527650481
4,10d,baseline_lhac,Uniform,200,30%,8,92.31527081407786
4,10d,baseline_lhac,Uniform,200,30%,9,91.5142427321288
4,10d,baseline_lhac,Uniform,300,10%,0,91.61181054203374
4,10d,baseline_lhac,Uniform,300,10%,1,93.31758240403491
4,10d,baseline_lhac,Uniform,300,10%,2,90.64207136043589
4,10d,baseline_lhac,Uniform,300,10%,3,91.91997052982602
4,10d,baseline_lhac,Uniform,300,10%,4,91.49281239620734
4,10d,baseline_lhac,Uniform,300,10%,5,91.00037070435327
4,10d,baseline_lhac,Uniform,300,10%,6,90.65897372913409
4,10d,baseline_lhac,Uniform,300,10%,7,91.58440234919888
4,10d,baseline_lhac,Uniform,300,10%,8,89.59075373442631
4,10d,baseline_lhac,Uniform,300,10%,9,91.85711982521615
4,10d,baseline_lhac,Uniform,300,20%,0,91.04894757650801
4,10d,baseline_lhac,Uniform,300,20%,1,90.79292023086981
4,10d,baseline_lhac,Uniform,300,20%,2,92.7848689716706
4,10d,baseline_lhac,Uniform,300,20%,3,91.06650393777264
4,10d,baseline_lhac,Uniform,300,20%,4,92.13713817554824
4,10d,baseline_lhac,Uniform,300,20%,5,91.63805903410626
4,10d,baseline_lhac,Uniform,300,20%,6,92.28867951943334
4,10d,baseline_lhac,Uniform,300,20%,7,90.1013161730012
4,10d,baseline_lhac,Uniform,300,20%,8,90.309218267957
4,10d,baseline_lhac,Uniform,300,20%,9,90.80681295109767
4,10d,baseline_lhac,Uniform,300,30%,0,89.89345774910106
4,10d,baseline_lhac,Uniform,300,30%,1,92.2634518940456
4,10d,baseline_lhac,Uniform,300,30%,2,90.00591053425843
4,10d,baseline_lhac,Uniform,300,30%,3,88.93064676645189
4,10d,baseline_lhac,Uniform,300,30%,4,91.30942510964165
4,10d,baseline_lhac,Uniform,300,30%,5,91.49373224603093
4,10d,baseline_lhac,Uniform,300,30%,6,91.93827216615433
4,10d,baseline_lhac,Uniform,300,30%,7,92.04900168020092
4,10d,baseline_lhac,Uniform,300,30%,8,92.28446479947783
4,10d,baseline_lhac,Uniform,300,30%,9,93.11435170278651
4,10d,baseline_lhac,Uniform,400,10%,0,91.23279675793763
4,10d,baseline_lhac,Uniform,400,10%,1,92.0163008690094
4,10d,baseline_lhac,Uniform,400,10%,2,92.05253634704242
4,10d,baseline_lhac,Uniform,400,10%,3,91.468791711178
4,10d,baseline_lhac,Uniform,400,10%,4,90.5752609411265
4,10d,baseline_lhac,Uniform,400,10%,5,91.63923496670961
4,10d,baseline_lhac,Uniform,400,10%,6,91.40610609644462
4,10d,baseline_lhac,Uniform,400,10%,7,91.36408466862694
4,10d,baseline_lhac,Uniform,400,10%,8,91.51624630198943
4,10d,baseline_lhac,Uniform,400,10%,9,91.23470883266704
4,10d,baseline_lhac,Uniform,400,20%,0,89.83133248308913
4,10d,baseline_lhac,Uniform,400,20%,1,92.2077549814774
4,10d,baseline_lhac,Uniform,400,20%,2,91.64539050127743
4,10d,baseline_lhac,Uniform,400,20%,3,91.63505738106251
4,10d,baseline_lhac,Uniform,400,20%,4,91.30503908314468
4,10d,baseline_lhac,Uniform,400,20%,5,92.68242093777644
4,10d,baseline_lhac,Uniform,400,20%,6,90.91901152542809
4,10d,baseline_lhac,Uniform,400,20%,7,90.96093252557412
4,10d,baseline_lhac,Uniform,400,20%,8,91.58953958429518
4,10d,baseline_lhac,Uniform,400,20%,9,93.06762327393079
4,10d,baseline_lhac,Uniform,400,30%,0,91.34504364914535
4,10d,baseline_lhac,Uniform,400,30%,1,90.27319576450824
4,10d,baseline_lhac,Uniform,400,30%,2,90.27023248855488
4,10d,baseline_lhac,Uniform,400,30%,3,90.20946291121133
4,10d,baseline_lhac,Uniform,400,30%,4,92.63309769610072
4,10d,baseline_lhac,Uniform,400,30%,5,90.89597487201169
4,10d,baseline_lhac,Uniform,400,30%,6,91.49762440882854
4,10d,baseline_lhac,Uniform,400,30%,7,90.3697109899354
4,10d,baseline_lhac,Uniform,400,30%,8,91.63741139132544
4,10d,baseline_lhac,Uniform,400,30%,9,92.01689140102155
2,10d,full_daf,Uniform,200,10%,0,77.36771250587181
2,10d,full_daf,Uniform,200,10%,1,79.33554448206338
2,10d,full_daf,Uniform,200,10%,2,79.84723219836991
2,10d,full_daf,Uniform,200,10%,3,78.90590717136706
2,10d,full_daf,Uniform,200,10%,4,78.32945008004378
2,10d,full_daf,Uniform,200,10%,5,78.41503659402346
2,10d,full_daf,Uniform,200,10%,6,78.40957904451194
2,10d,full_daf,Uniform,200,10%,7,77.66124503997854
2,10d,full_daf,Uniform,200,10%,8,79.75729854471282
2,10d,full_daf,Uniform,200,10%,9,80.44081819725392
2,10d,full_daf,Uniform,200,20%,0,76.93199958972718
2,10d,full_daf,Uniform,200,20%,1,77.28419517407399
2,10d,full_daf,Uniform,200,20%,2,82.65909404223667
2,10d,full_daf,Uniform,200,20%,3,77.32869978232343
2,10d,full_daf,Uniform,200,20%,4,78.98587078934737
2,10d,full_daf,Uniform,200,20%,5,78.9597483694341
2,10d,full_daf,Uniform,200,20%,6,77.98873824158645
2,10d,full_daf,Uniform,200,20%,7,78.96198806451284
2,10d,full_daf,Uniform,200,20%,8,78.28236760748896
2,10d,full_daf,Uniform,200,20%,9,78.27112535926588
2,10d,full_daf,Uniform,200,30%,0,78.61094470477485
2,10d,full_daf,Uniform,200,30%,1,79.7492623754431
2,10d,full_daf,Uniform,200,30%,2,78.07817085930519
2,10d,full_daf,Uniform,200,30%,3,78.86077427850493
2,10d,full_daf,Uniform,200,30%,4,79.10140110715386
2,10d,full_daf,Uniform,200,30%,5,79.69858971037614
2,10d,full_daf,Uniform,200,30%,6,78.51138518222432
2,10d,full_daf,Uniform,200,30%,7,78.16486282512086
2,10d,full_daf,Uniform,200,30%,8,78.1164641047605
2,10d,full_daf,Uniform,200,30%,9,79.49866163509394
2,10d,full_daf,Uniform,300,10%,0,78.94716719718275
2,10d,full_daf,Uniform,300,10%,1,80.57249389279015
2,10d,full_daf,Uniform,300,10%,2,76.66857913712376
2,10d,full_daf,Uniform,300,10%,3,80.55521506979815
2,10d,full_daf,Uniform,300,10%,4,79.7517892885417
2,10d,full_daf,Uniform,300,10%,5,78.20347488640016
2,10d,full_daf,Uniform,300,10%,6,76.62436805893987
2,10d,full_daf,Uniform,300,10%,7,78.29191493671368
2,10d,full_daf,Uniform,300,10%,8,79.41372666055135
2,10d,full_daf,Uniform,300,10%,9,78.48965592993808
2,10d,full_daf,Uniform,300,20%,0,79.19539584876554
2,10d,full_daf,Uniform,300,20%,1,77.9553860267383
2,10d,full_daf,Uniform,300,20%,2,77.53395161223688
2,10d,full_daf,Uniform,300,20%,3,81.85454364379368
2,10d,full_daf,Uniform,300,20%,4,77.81635750728081
2,10d,full_daf,Uniform,300,20%,5,80.59908671330969
2,10d,full_daf,Uniform,300,20%,6,78.50696336627156
2,10d,full_daf,Uniform,300,20%,7,78.78615954812538
2,10d,full_daf,Uniform,300,20%,8,79.56549215602293
2,10d,full_daf,Uniform,300,20%,9,78.8849088985881
2,10d,full_daf,Uniform,300,30%,0,77.62361586489862
2,10d,full_daf,Uniform,300,30%,1,77.97311601889933
2,10d,full_daf,Uniform,300,30%,2,78.90395470929074
2,10d,full_daf,Uniform,300,30%,3,79.2644603281788
2,10d,full_daf,Uniform,300,30%,4,76.79709372547657
2,10d,full_daf,Uniform,300,30%,5,77.58466568658929
2,10d,full_daf,Uniform,300,30%,6,77.42264738556432
2,10d,full_daf,Uniform,300,30%,7,78.21325760209652
2,10d,full_daf,Uniform,300,30%,8,76.6932766926349
2,10d,full_daf,Uniform,300,30%,9,78.57258652889273
2,10d,full_daf,Uniform,400,10%,0,79.30292659528175
2,10d,full_daf,Uniform,400,10%,1,78.70263401866839
2,10d,full_daf,Uniform,400,10%,2,78.46174572914911
2,10d,full_daf,Uniform,400,10%,3,79.5745675006776
2,10d,full_daf,Uniform,400,10%,4,79.55345184881055
2,10d,full_daf,Uniform,400,10%,5,78.81732737337771
2,10d,full_daf,Uniform,400,10%,6,77.03600738983144
2,10d,full_daf,Uniform,400,10%,7,79.46044105761486
2,10d,full_daf,Uniform,400,10%,8,78.40859303843325
2,10d,full_daf,Uniform,400,10%,9,76.02205328277817
2,10d,full_daf,Uniform,400,20%,0,77.9302050391241
2,10d,full_daf,Uniform,400,20%,1,78.88719620155936
2,10d,full_daf,Uniform,400,20%,2,78.99158507851598
2,10d,full_daf,Uniform,400,20%,3,79.36599373226451
2,10d,full_daf,Uniform,400,20%,4,78.95395064131904
2,10d,full_daf,Uniform,400,20%,5,77.27552371866982
2,10d,full_daf,Uniform,400,20%,6,78.61397561159329
2,10d,full_daf,Uniform,400,20%,7,77.82913206608869
2,10d,full_daf,Uniform,400,20%,8,79.80400741402423
2,10d,full_daf,Uniform,400,20%,9,79.66001657470544
2,10d,full_daf,Uniform,400,30%,0,76.79455979185464
2,10d,full_daf,Uniform,400,30%,1,77.19343229844426
2,10d,full_daf,Uniform,400,30%,2,77.45290749710173
2,10d,full_daf,Uniform,400,30%,3,77.80571000328824
2,10d,full_daf,Uniform,400,30%,4,78.24324352172853
2,10d,full_daf,Uniform,400,30%,5,79.87872277604075
2,10d,full_daf,Uniform,400,30%,6,78.67989238490637
2,10d,full_daf,Uniform,400,30%,7,78.20217401083708
2,10d,full_daf,Uniform,400,30%,8,76.50356180644933
2,10d,full_daf,Uniform,400,30%,9,77.05176557717625
2,10d,case_fpr,Uniform,200,10%,0,76.55419114504554
2,10d,case_fpr,Uniform,200,10%,1,74.74788219192213
2,10d,case_fpr,Uniform,200,10%,2,75.94756146001953
2,10d,case_fpr,Uniform,200,10%,3,74.19344831728297
2,10d,case_fpr,Uniform,200,10%,4,72.84639865224302
2,10d,case_fpr,Uniform,200,10%,5,74.8595330333943
2,10d,case_fpr,Uniform,200,10%,6,73.1275183409963
2,10d,case_fpr,Uniform,200,10%,7,73.1930426957067
2,10d,case_fpr,Uniform,200,10%,8,76.06819134756223
2,10d,case_fpr,Uniform,200,10%,9,76.20824471042471
2,10d,case_fpr,Uniform,200,20%,0,74.83362944241192
2,10d,case_fpr,Uniform,200,20%,1,73.3242173698222
2,10d,case_fpr,Uniform,200,20%,2,75.88986732150214
2,10d,case_fpr,Uniform,200,20%,3,73.74204462280768
2,10d,case_fpr,Uniform,200,20%,4,76.19461066123876
2,10d,case_fpr,Uniform,200,20%,5,76.03206162784538
2,10d,case_fpr,Uniform,200,20%,6,75.82761418217812
2,10d,case_fpr,Uniform,200,20%,7,74.69415221561688
2,10d,case_fpr,Uniform,200,20%,8,73.49426133519819
2,10d,case_fpr,Uniform,200,20%,9,72.87111507825401
2,10d,case_fpr,Uniform,200,30%,0,74.43060468344447
2,10d,case_fpr,Uniform,200,30%,1,75.59019927508088
2,10d,case_fpr,Uniform,200,30%,2,76.39182713868566
2,10d,case_fpr,Uniform,200,30%,3,76.24503513564667
2,10d,case_fpr,Uniform,200,30%,4,75.02754032329143
2,10d,case_fpr,Uniform,200,30%,5,75.20242139944065
2,10d,case_fpr,Uniform,200,30%,6,74.13174525077984
2,10d,case_fpr,Uniform,200,30%,7,75.40079011085615
2,10d,case_fpr,Uniform,200,30%,8,75.48092602535112
2,10d,case_fpr,Uniform,200,30%,9,74.86151558120753
2,10d,case_fpr,Uniform,300,10%,0,73.6868847957808
2,10d,case_fpr,Uniform,300,10%,1,74.90529141075496
2,10d,case_fpr,Uniform,300,10%,2,74.84229023270422
2,10d,case_fpr,Uniform,300,10%,3,74.11403339608478
2,10d,case_fpr,Uniform,300,10%,4,74.17767540033044
2,10d,case_fpr,Uniform,300,10%,5,76.08199033030749
2,10d,case_fpr,Uniform,300,10%,6,75.33549163494064
2,10d,case_fpr,Uniform,300,10%,7,76.77120009378501
2,10d,case_fpr,Uniform,300,10%,8,74.46369981820021
2,10d,case_fpr,Uniform,300,10%,9,74.6819829078092
2,10d,case_fpr,Uniform,300,20%,0,75.4713151184148
2,10d,case_fpr,Uniform,300,20%,1,76.06567064447657
2,10d,case_fpr,Uniform,300,20%,2,73.49940310840435
2,10d,case_fpr,Uniform,300,20%,3,76.4156201641483
2,10d,case_fpr,Uniform,300,20%,4,75.63116557175871
2,10d,case_fpr,Uniform,300,20%,5,74.87554168307715
2,10d,case_fpr,Uniform,300,20%,6,76.274360825378
2,10d,case_fpr,Uniform,300,20%,7,76.03562324884273
2,10d,case_fpr,Uniform,300,20%,8,76.26090485191693
2,10d,case_fpr,Uniform,300,20%,9,73.50971304505457
2,10d,case_fpr,Uniform,300,30%,0,76.41962568382782
2,10d,case_fpr,Uniform,300,30%,1,74.4911208477795
2,10d,case_fpr,Uniform,300,30%,2,76.31601991612514
2,10d,case_fpr,Uniform,300,30%,3,73.86056344135014
2,10d,case_fpr,Uniform,300,30%,4,74.6768411573538
2,10d,case_fpr,Uniform,300,30%,5,74.40838585884529
2,10d,case_fpr,Uniform,300,30%,6,77.15432635632376
2,10d,case_fpr,Uniform,300,30%,7,75.13926285840408
2,10d,case_fpr,Uniform,300,30%,8,77.07495495527763
2,10d,case_fpr,Uniform,300,30%,9,74.90989988525146
2,10d,case_fpr,Uniform,400,10%,0,74.25628008244406
2,10d,case_fpr,Uniform,400,10%,1,74.34224383725852
2,10d,case_fpr,Uniform,400,10%,2,75.00341673244442
2,10d,case_fpr,Uniform,400,10%,3,77.01601478103434
2,10d,case_fpr,Uniform,400,10%,4,75.19978443567568
2,10d,case_fpr,Uniform,400,10%,5,74.03256902927582
2,10d,case_fpr,Uniform,400,10%,6,74.99442304041511
2,10d,case_fpr,Uniform,400,10%,7,75.31842642249313
2,10d,case_fpr,Uniform,400,10%,8,75.46569480958922
2,10d,case_fpr,Uniform,400,10%,9,74.25801495723977
2,10d,case_fpr,Uniform,400,20%,0,75.89359478321113
2,10d,case_fpr,Uniform,400,20%,1,75.35818842791275
2,10d,case_fpr,Uniform,400,20%,2,75.27420020584475
2,10d,case_fpr,Uniform,400,20%,3,73.47400114591821
2,10d,case_fpr,Uniform,400,20%,4,75.07226506855356
2,10d,case_fpr,Uniform,400,20%,5,74.8926272721001
2,10d,case_fpr,Uniform,400,20%,6,76.00049727155007
2,10d,case_fpr,Uniform,400,20%,7,72.28579369040533
2,10d,case_fpr,Uniform,400,20%,8,74.87224067837131
2,10d,case_fpr,Uniform,400,20%,9,76.13022932008825
2,10d,case_fpr,Uniform,400,30%,0,75.44453246193115
2,10d,case_fpr,Uniform,400,30%,1,75.08499890020587
2,10d,case_fpr,Uniform,400,30%,2,72.91405309539623
2,10d,case_fpr,Uniform,400,30%,3,75.16710809122219
2,10d,case_fpr,Uniform,400,30%,4,74.02586731794537
2,10d,case_fpr,Uniform,400,30%,5,75.17486229443242
2,10d,case_fpr,Uniform,400,30%,6,74.97725962221624
2,10d,case_fpr,Uniform,400,30%,7,74.86194275185375
2,10d,case_fpr,Uniform,400,30%,8,76.32504066619613
2,10d,case_fpr,Uniform,400,30%,9,77.34632369651305
2,10d,dap_case,Uniform,200,10%,0,76.65118246614816
2,10d,dap_case,Uniform,200,10%,1,74.9071152329947
2,10d,dap_case,Uniform,200,10%,2,75.31489334191197
2,10d,dap_case,Uniform,200,10%,3,75.32974394474088
2,10d,dap_case,Uniform,200,10%,4,77.46212462935831
2,10d,dap_case,Uniform,200,10%,5,75.52579125990044
2,10d,dap_case,Uniform,200,10%,6,77.91838691671178
2,10d,dap_case,Uniform,200,10%,7,75.01539126667022
2,10d,dap_case,Uniform,200,10%,8,76.66920233696429
2,10d,dap_case,Uniform,200,10%,9,76.21863535292985
