perturb_type,level,pattern,size,twotc,seed,method,completion,tardy
arrivals,75.0,Uniform,300,30%,4,gamip,95.31548047734381,1.9192263858220837
arrivals,75.0,Uniform,300,30%,5,lhac,97.8959136726334,1.9227417023604991
arrivals,75.0,Uniform,300,30%,5,gamip,94.60931518152609,2.478770829699391
arrivals,75.0,Uniform,300,30%,6,lhac,97.94170288485849,2.1890587225628035
arrivals,75.0,Uniform,300,30%,6,gamip,93.05647354424629,2.0866195315760505
arrivals,75.0,Uniform,300,30%,7,lhac,98.31542540490854,1.8619738692729808
arrivals,75.0,Uniform,300,30%,7,gamip,97.45912229024383,2.4389420003658775
arrivals,75.0,Uniform,300,30%,8,lhac,97.12792147203952,2.098853464190112
arrivals,75.0,Uniform,300,30%,8,gamip,98.17685801603382,2.1065309666961585
arrivals,75.0,Uniform,300,30%,9,lhac,97.95452449859647,2.420699628867161
arrivals,75.0,Uniform,300,30%,9,gamip,95.98917509485378,2.628071786406042
arrivals,75.0,Uniform,400,10%,0,lhac,97.24154107517582,1.898696006456078
arrivals,75.0,Uniform,400,10%,0,gamip,95.31704158404669,2.2006335086019364
arrivals,75.0,Uniform,400,10%,1,lhac,98.23283037008072,1.7869157451854802
arrivals,75.0,Uniform,400,10%,1,gamip,96.79909592746085,1.1302628548373737
arrivals,75.0,Uniform,400,10%,2,lhac,97.63227300397133,2.0439000692931035
arrivals,75.0,Uniform,400,10%,2,gamip,96.12869483218519,1.2154943500260331
arrivals,75.0,Uniform,400,10%,3,lhac,97.36351052139777,2.2889109331532507
arrivals,75.0,Uniform,400,10%,3,gamip,95.44025183882529,1.896692688065757
arrivals,75.0,Uniform,400,10%,4,lhac,96.4491592933307,1.4939411078463392
arrivals,75.0,Uniform,400,10%,4,gamip,94.69130124370831,1.2873293529747776
arrivals,75.0,Uniform,400,10%,5,lhac,98.11047453634363,1.8851534571452744
arrivals,75.0,Uniform,400,10%,5,gamip,95.92748927340782,2.8839390092440205
arrivals,75.0,Uniform,400,10%,6,lhac,96.98789881447237,1.76500014590182
arrivals,75.0,Uniform,400,10%,6,gamip,95.54740928496379,0.9398259790087519
arrivals,75.0,Uniform,400,10%,7,lhac,96.9856255472336,1.9898726986621935
arrivals,75.0,Uniform,400,10%,7,gamip,97.16317838099216,1.8998320437071736
arrivals,75.0,Uniform,400,10%,8,lhac,98.54838640532394,2.1985824608055733
arrivals,75.0,Uniform,400,10%,8,gamip,97.00750986411148,1.951220536445747
arrivals,75.0,Uniform,400,10%,9,lhac,97.94966159098202,2.338243859406982
arrivals,75.0,Uniform,400,10%,9,gamip,95.7784706148857,2.6152622501215657
arrivals,75.0,Uniform,400,20%,0,lhac,98.21519513573232,2.2952105166843166
arrivals,75.0,Uniform,400,20%,0,gamip,95.37161070551655,1.8671221125596698
arrivals,75.0,Uniform,400,20%,1,lhac,97.91908511434386,1.960904909837053
arrivals,75.0,Uniform,400,20%,1,gamip,97.00704249280392,1.3889329041292438
arrivals,75.0,Uniform,400,20%,2,lhac,96.9996886592143,2.3702336368746786
arrivals,75.0,Uniform,400,20%,2,gamip,94.54059989332444,1.8343651298449921
arrivals,75.0,Uniform,400,20%,3,lhac,97.99728517351579,2.3403210238622303
arrivals,75.0,Uniform,400,20%,3,gamip,95.41938342847546,2.4134473786919934
arrivals,75.0,Uniform,400,20%,4,lhac,97.37286473195907,1.921362045870786
arrivals,75.0,Uniform,400,20%,4,gamip,95.30847697531205,1.4537485444125229
arrivals,75.0,Uniform,400,20%,5,lhac,97.16392868972517,1.9890129273567663
arrivals,75.0,Uniform,400,20%,5,gamip,98.04881027616882,-0.3165329606971208
arrivals,75.0,Uniform,400,20%,6,lhac,97.1229785706771,2.177826077679262
arrivals,75.0,Uniform,400,20%,6,gamip,97.3850973237879,2.312673964052919
arrivals,75.0,Uniform,400,20%,7,lhac,98.47801311093019,1.973418951475672
arrivals,75.0,Uniform,400,20%,7,gamip,93.76646354318909,2.265429473643063
arrivals,75.0,Uniform,400,20%,8,lhac,97.70328028448884,1.952826097739701
arrivals,75.0,Uniform,400,20%,8,gamip,94.28228734669474,3.7500761537493723
arrivals,75.0,Uniform,400,20%,9,lhac,98.02122574243664,2.135876590327064
arrivals,75.0,Uniform,400,20%,9,gamip,95.23629432349374,1.068700366798148
arrivals,75.0,Uniform,400,30%,0,lhac,98.52690324142654,1.9438537322799367
arrivals,75.0,Uniform,400,30%,0,gamip,95.11018646238,2.348669201343403
arrivals,75.0,Uniform,400,30%,1,lhac,97.29409181493595,1.923082782059087
arrivals,75.0,Uniform,400,30%,1,gamip,95.65568867029825,1.9135301949029848
arrivals,75.0,Uniform,400,30%,2,lhac,97.50491786890399,1.8495512797376281
arrivals,75.0,Uniform,400,30%,2,gamip,93.49146499551239,2.056645621366713
arrivals,75.0,Uniform,400,30%,3,lhac,97.88942386729697,1.8156843621416687
arrivals,75.0,Uniform,400,30%,3,gamip,96.02511514612674,1.795672851763979
arrivals,75.0,Uniform,400,30%,4,lhac,97.78751486559972,2.041417186526564
arrivals,75.0,Uniform,400,30%,4,gamip,96.05605539357171,2.7684715065114562
arrivals,75.0,Uniform,400,30%,5,lhac,98.13976210877004,1.836746186945025
arrivals,75.0,Uniform,400,30%,5,gamip,94.6100036945945,2.1721025368997386
arrivals,75.0,Uniform,400,30%,6,lhac,98.06626956151942,2.235846470589818
arrivals,75.0,Uniform,400,30%,6,gamip,96.41268185784007,1.3530470125114364
arrivals,75.0,Uniform,400,30%,7,lhac,98.07698215102184,2.2541743605076987
arrivals,75.0,Uniform,400,30%,7,gamip,96.20191879394692,1.2345853147991976
arrivals,75.0,Uniform,400,30%,8,lhac,98.81020802886103,2.0500344453127575
arrivals,75.0,Uniform,400,30%,8,gamip,97.61224212686886,1.8566858235299655
arrivals,75.0,Uniform,400,30%,9,lhac,96.69118041358564,1.8695663750362015
arrivals,75.0,Uniform,400,30%,9,gamip,95.97728324408261,1.7049420066301626
arrivals,100.0,Uniform,200,10%,0,lhac,98.11374416553426,1.5312815845991827
arrivals,100.0,Uniform,200,10%,0,gamip,100.42818289945063,1.7840008303604729
arrivals,100.0,Uniform,200,10%,1,lhac,98.83135195349017,1.7084105289492344
arrivals,100.0,Uniform,200,10%,1,gamip,99.40683040394487,2.160827707238434
arrivals,100.0,Uniform,200,10%,2,lhac,99.54156532170826,1.5226537637166506
arrivals,100.0,Uniform,200,10%,2,gamip,99.3852559099987,1.4776861896878142
arrivals,100.0,Uniform,200,10%,3,lhac,99.22806579758736,1.4566877526789965
arrivals,100.0,Uniform,200,10%,3,gamip,98.23545458850046,2.7195935891087566
arrivals,100.0,Uniform,200,10%,4,lhac,97.99281892100207,1.2364862846006148
arrivals,100.0,Uniform,200,10%,4,gamip,98.25476968666796,0.7762842682250923
arrivals,100.0,Uniform,200,10%,5,lhac,98.17852091552834,1.5229167949327227
arrivals,100.0,Uniform,200,10%,5,gamip,97.81420689625989,2.9470940072499667
arrivals,100.0,Uniform,200,10%,6,lhac,98.31807298888411,1.295070817830572
arrivals,100.0,Uniform,200,10%,6,gamip,99.69798561465734,1.2053953428483488
arrivals,100.0,Uniform,200,10%,7,lhac,98.99578909432994,1.2738143757883673
arrivals,100.0,Uniform,200,10%,7,gamip,99.58496759914492,2.1273117460602142
arrivals,100.0,Uniform,200,10%,8,lhac,99.13111991951021,1.5529415826222328
arrivals,100.0,Uniform,200,10%,8,gamip,99.89125409772623,1.5058411233439557
arrivals,100.0,Uniform,200,10%,9,lhac,98.68414626305609,1.217962465511214
arrivals,100.0,Uniform,200,10%,9,gamip,99.97862975214733,2.1531722007219996
arrivals,100.0,Uniform,200,20%,0,lhac,98.68634179968531,1.5247327068713779
arrivals,100.0,Uniform,200,20%,0,gamip,99.30836811307714,2.7080600733837636
arrivals,100.0,Uniform,200,20%,1,lhac,99.20068207911171,1.5986662218558738
arrivals,100.0,Uniform,200,20%,1,gamip,99.09333523653527,2.388727937733139
arrivals,100.0,Uniform,200,20%,2,lhac,97.76684675149788,1.2396979135559
arrivals,100.0,Uniform,200,20%,2,gamip,98.46783697963046,2.864586093607546
arrivals,100.0,Uniform,200,20%,3,lhac,98.95704906416275,1.5140188023229586
arrivals,100.0,Uniform,200,20%,3,gamip,98.25976122282341,2.6647202259795932
arrivals,100.0,Uniform,200,20%,4,lhac,98.17790918902419,1.2305985596085809
arrivals,100.0,Uniform,200,20%,4,gamip,101.27422064754113,3.668619469814013
arrivals,100.0,Uniform,200,20%,5,lhac,98.86678430980226,1.1794730280841232
arrivals,100.0,Uniform,200,20%,5,gamip,101.42402394261683,0.931168332792208
arrivals,100.0,Uniform,200,20%,6,lhac,97.92879171693258,1.4807648174824415
arrivals,100.0,Uniform,200,20%,6,gamip,97.52457691908889,1.964575533175211
arrivals,100.0,Uniform,200,20%,7,lhac,98.2090992419693,1.4203451238382552
arrivals,100.0,Uniform,200,20%,7,gamip,97.86910752882216,3.3933955326447043
arrivals,100.0,Uniform,200,20%,8,lhac,100.0184166685672,1.1353731588182172
arrivals,100.0,Uniform,200,20%,8,gamip,100.69934138147534,1.7468522862146953
arrivals,100.0,Uniform,200,20%,9,lhac,98.30372152393944,1.5967985286144328
arrivals,100.0,Uniform,200,20%,9,gamip,100.89740143007856,1.7687255715750865
arrivals,100.0,Uniform,200,30%,0,lhac,98.15150143269163,1.176004179379621
arrivals,100.0,Uniform,200,30%,0,gamip,96.6234103516095,0.6537273027374795
arrivals,100.0,Uniform,200,30%,1,lhac,98.54869024211884,1.5277445297492096
arrivals,100.0,Uniform,200,30%,1,gamip,98.41386039001242,3.2703349288676606
arrivals,100.0,Uniform,200,30%,2,lhac,98.69501036760548,1.3444361948754302
arrivals,100.0,Uniform,200,30%,2,gamip,98.04173537650163,3.3043673647117475
arrivals,100.0,Uniform,200,30%,3,lhac,97.97673707820404,1.3403007771482984
arrivals,100.0,Uniform,200,30%,3,gamip,98.26759342289937,0.16058223296133978
arrivals,100.0,Uniform,200,30%,4,lhac,99.00942510228481,1.885189671398218
arrivals,100.0,Uniform,200,30%,4,gamip,99.43192302953024,1.5201276689389849
arrivals,100.0,Uniform,200,30%,5,lhac,99.21926493460728,1.5712077660187658
arrivals,100.0,Uniform,200,30%,5,gamip,98.60231331169811,1.8738235587475345
arrivals,100.0,Uniform,200,30%,6,lhac,99.35320239054856,1.411162566248619
arrivals,100.0,Uniform,200,30%,6,gamip,100.52035184909292,3.882530346908683
arrivals,100.0,Uniform,200,30%,7,lhac,98.46450503789241,1.4756299328147526
arrivals,100.0,Uniform,200,30%,7,gamip,102.06408336576877,1.737666959684213
arrivals,100.0,Uniform,200,30%,8,lhac,98.44671078222045,1.5413834800939556
arrivals,100.0,Uniform,200,30%,8,gamip,101.56485343357441,2.2435715362632
arrivals,100.0,Uniform,200,30%,9,lhac,99.02355170630831,1.9604742674742806
arrivals,100.0,Uniform,200,30%,9,gamip,100.19869407697153,2.2623978762247736
arrivals,100.0,Uniform,300,10%,0,lhac,97.51090547200667,1.5518309830701564
arrivals,100.0,Uniform,300,10%,0,gamip,98.39384445529716,2.753560906586257
arrivals,100.0,Uniform,300,10%,1,lhac,98.41236996226002,1.3190889591387958
arrivals,100.0,Uniform,300,10%,1,gamip,97.96676326955627,1.757333571329067
arrivals,100.0,Uniform,300,10%,2,lhac,98.8277767736974,1.252690290449841
arrivals,100.0,Uniform,300,10%,2,gamip,99.00492788871212,2.8849614417120253
arrivals,100.0,Uniform,300,10%,3,lhac,98.1457246156573,1.4597868184179372
arrivals,100.0,Uniform,300,10%,3,gamip,100.64130916087466,2.5588682732448
arrivals,100.0,Uniform,300,10%,4,lhac,99.6388770784368,1.3574718039241316
arrivals,100.0,Uniform,300,10%,4,gamip,99.69152561181248,2.925831282497861
arrivals,100.0,Uniform,300,10%,5,lhac,98.8274342413463,1.2912612945214506
arrivals,100.0,Uniform,300,10%,5,gamip,100.12886927379202,1.9897335620414391
arrivals,100.0,Uniform,300,10%,6,lhac,97.56127231821146,1.5222230331568116
arrivals,100.0,Uniform,300,10%,6,gamip,99.79767831432245,1.5727586181016902
arrivals,100.0,Uniform,300,10%,7,lhac,97.58362075339667,1.493479195281504
arrivals,100.0,Uniform,300,10%,7,gamip,101.11114926522451,2.708352358774323
arrivals,100.0,Uniform,300,10%,8,lhac,97.81381213464795,1.4356123547326372
arrivals,100.0,Uniform,300,10%,8,gamip,99.88857339824307,1.249336469685202
arrivals,100.0,Uniform,300,10%,9,lhac,99.31481435649191,1.3522234334340908
arrivals,100.0,Uniform,300,10%,9,gamip,100.52595624405105,1.9508461851103258
arrivals,100.0,Uniform,300,20%,0,lhac,99.18354177618299,1.1963797232532953
arrivals,100.0,Uniform,300,20%,0,gamip,100.0650529810442,2.599424677790834
arrivals,100.0,Uniform,300,20%,1,lhac,98.05954680676251,1.766020366622337
arrivals,100.0,Uniform,300,20%,1,gamip,99.373106883916,1.293110380654043
arrivals,100.0,Uniform,300,20%,2,lhac,97.90234137813397,1.5431330803046845
arrivals,100.0,Uniform,300,20%,2,gamip,99.16526597201832,0.6246918939527133
arrivals,100.0,Uniform,300,20%,3,lhac,98.40633679732035,1.2575143429059057
arrivals,100.0,Uniform,300,20%,3,gamip,98.0738438374894,0.25670776195674083
arrivals,100.0,Uniform,300,20%,4,lhac,98.49982948043737,1.2953018938172371
arrivals,100.0,Uniform,300,20%,4,gamip,99.88566003568891,3.5703503184148913
arrivals,100.0,Uniform,300,20%,5,lhac,98.84164420389351,1.3355931719791383
arrivals,100.0,Uniform,300,20%,5,gamip,100.50728313142478,1.9615804958857388
arrivals,100.0,Uniform,300,20%,6,lhac,98.4501537379271,1.1451663500102403
arrivals,100.0,Uniform,300,20%,6,gamip,100.8319911045724,1.5457331077630565
arrivals,100.0,Uniform,300,20%,7,lhac,98.10152006765037,1.44340510312959
arrivals,100.0,Uniform,300,20%,7,gamip,99.21803750301405,2.004102739517705
arrivals,100.0,Uniform,300,20%,8,lhac,98.16704949186047,1.3245761113275047
arrivals,100.0,Uniform,300,20%,8,gamip,99.87999425329797,1.2633542389483803
arrivals,100.0,Uniform,300,20%,9,lhac,98.72726812748752,1.0360547198654741
arrivals,100.0,Uniform,300,20%,9,gamip,101.294731645689,2.4398905455468443
arrivals,100.0,Uniform,300,30%,0,lhac,98.5264291409632,1.5310637810800511
arrivals,100.0,Uniform,300,30%,0,gamip,100.49641921740539,3.3767472320512533
arrivals,100.0,Uniform,300,30%,1,lhac,98.3496574841617,1.3910362897088107
arrivals,100.0,Uniform,300,30%,1,gamip,99.01196858467146,2.261514812435258
arrivals,100.0,Uniform,300,30%,2,lhac,98.22644457961032,1.6386081633497713
arrivals,100.0,Uniform,300,30%,2,gamip,100.13711799722559,1.7876332841461966
arrivals,100.0,Uniform,300,30%,3,lhac,98.89499906392375,1.3614250264589998
arrivals,100.0,Uniform,300,30%,3,gamip,98.01766003131948,2.7624061464219922
arrivals,100.0,Uniform,300,30%,4,lhac,97.8634921090905,1.3332180006224186
arrivals,100.0,Uniform,300,30%,4,gamip,100.1164876115535,1.354438700186283
arrivals,100.0,Uniform,300,30%,5,lhac,98.80530475994418,1.2326823487594145
arrivals,100.0,Uniform,300,30%,5,gamip,98.42405368925614,2.1104886669864307
arrivals,100.0,Uniform,300,30%,6,lhac,98.13707084467572,1.466812207304953
arrivals,100.0,Uniform,300,30%,6,gamip,99.5416086924834,3.768879828035619
arrivals,100.0,Uniform,300,30%,7,lhac,98.03587263775265,1.294112617408949
arrivals,100.0,Uniform,300,30%,7,gamip,97.37442369124149,-0.01627297667065042
arrivals,100.0,Uniform,300,30%,8,lhac,98.38719499035732,1.248448080881564
arrivals,100.0,Uniform,300,30%,8,gamip,100.49329221765042,2.4656499979020867
arrivals,100.0,Uniform,300,30%,9,lhac,98.52771238969261,1.3265656858039987
arrivals,100.0,Uniform,300,30%,9,gamip,99.84391692611364,2.7509142592613505
arrivals,100.0,Uniform,400,10%,0,lhac,97.24675990454043,1.2384213868910927
arrivals,100.0,Uniform,400,10%,0,gamip,99.95615833092471,3.8960072331211597
arrivals,100.0,Uniform,400,10%,1,lhac,98.68309405445207,1.8685748325058251
arrivals,100.0,Uniform,400,10%,1,gamip,100.66503003057139,1.287826538541188
arrivals,100.0,Uniform,400,10%,2,lhac,98.82191383841734,1.504255622926212
arrivals,100.0,Uniform,400,10%,2,gamip,99.13337390011813,2.0295408904815817
arrivals,100.0,Uniform,400,10%,3,lhac,98.66896299457554,1.407449903695894
arrivals,100.0,Uniform,400,10%,3,gamip,99.55368798140779,1.526846306528145
arrivals,100.0,Uniform,400,10%,4,lhac,98.50849638251911,1.6524873412555183
arrivals,100.0,Uniform,400,10%,4,gamip,100.71940430569225,0.41044997275114503
arrivals,100.0,Uniform,400,10%,5,lhac,98.6023043353712,1.1767092294898354
arrivals,100.0,Uniform,400,10%,5,gamip,99.81138353772738,3.375302967967322
arrivals,100.0,Uniform,400,10%,6,lhac,98.13647985877463,1.3214295287438536
arrivals,100.0,Uniform,400,10%,6,gamip,100.7836081610448,1.9348573123919803
arrivals,100.0,Uniform,400,10%,7,lhac,98.7826245689973,1.4388182679622645
arrivals,100.0,Uniform,400,10%,7,gamip,99.15006985764506,2.039475608751581
arrivals,100.0,Uniform,400,10%,8,lhac,97.9775764159951,1.354510853242891
arrivals,100.0,Uniform,400,10%,8,gamip,99.85638336743433,2.4836125682821493
arrivals,100.0,Uniform,400,10%,9,lhac,98.4504123804783,1.2778529768710947
arrivals,100.0,Uniform,400,10%,9,gamip,100.53980769476293,0.5209479622528503
arrivals,100.0,Uniform,400,20%,0,lhac,97.87455594998927,1.2937413205170614
arrivals,100.0,Uniform,400,20%,0,gamip,98.2097886228019,1.6774003547920673
arrivals,100.0,Uniform,400,20%,1,lhac,97.89290674086561,1.3533257149006466
arrivals,100.0,Uniform,400,20%,1,gamip,99.83229852408424,2.1307518548627375
arrivals,100.0,Uniform,400,20%,2,lhac,99.12783791078576,1.386369714365315
arrivals,100.0,Uniform,400,20%,2,gamip,99.89683743785484,1.4670176543331699
arrivals,100.0,Uniform,400,20%,3,lhac,98.3919461349185,1.364739153100539
arrivals,100.0,Uniform,400,20%,3,gamip,100.71912097150881,1.1014325048187823
arrivals,100.0,Uniform,400,20%,4,lhac,98.20144694142215,1.1714348446804128
arrivals,100.0,Uniform,400,20%,4,gamip,98.47695726412432,2.476516866691005
arrivals,100.0,Uniform,400,20%,5,lhac,98.36177038163716,1.4460918236059368
arrivals,100.0,Uniform,400,20%,5,gamip,97.18241900946315,1.556265153861127
arrivals,100.0,Uniform,400,20%,6,lhac,98.46988126956377,1.4599551925624423
arrivals,100.0,Uniform,400,20%,6,gamip,99.56824216427958,2.092952073556039
arrivals,100.0,Uniform,400,20%,7,lhac,99.3025089811256,1.66022876795915
arrivals,100.0,Uniform,400,20%,7,gamip,99.6891771856321,1.3053810049154126
arrivals,100.0,Uniform,400,20%,8,lhac,98.50616539993062,1.6840919338198785
arrivals,100.0,Uniform,400,20%,8,gamip,100.43302577032519,2.180644245745616
arrivals,100.0,Uniform,400,20%,9,lhac,98.58614590539571,1.8422955384683048
arrivals,100.0,Uniform,400,20%,9,gamip,99.38900133749151,1.74741233812328
arrivals,100.0,Uniform,400,30%,0,lhac,97.22726655621368,1.413372776667008
arrivals,100.0,Uniform,400,30%,0,gamip,99.8021350802712,1.9683623284488077
arrivals,100.0,Uniform,400,30%,1,lhac,97.777592180852,1.6484982091086207
arrivals,100.0,Uniform,400,30%,1,gamip,98.7737541633362,2.8535674634258963
arrivals,100.0,Uniform,400,30%,2,lhac,98.22158167387224,1.5729695604971115
arrivals,100.0,Uniform,400,30%,2,gamip,100.37976808100498,0.984200243502841
arrivals,100.0,Uniform,400,30%,3,lhac,98.58799538952279,1.2932908587371226
arrivals,100.0,Uniform,400,30%,3,gamip,100.79737766098596,2.6817727759396535
arrivals,100.0,Uniform,400,30%,4,lhac,99.4043653777909,1.3084669639136408
arrivals,100.0,Uniform,400,30%,4,gamip,100.16318051302976,2.430898061370716
arrivals,100.0,Uniform,400,30%,5,lhac,98.5769785803182,1.0558664360185501
arrivals,100.0,Uniform,400,30%,5,gamip,99.92413306410272,3.1637134503373168
arrivals,100.0,Uniform,400,30%,6,lhac,98.26684471429802,1.4405783458949681
arrivals,100.0,Uniform,400,30%,6,gamip,98.45090685133783,1.940875923424078
arrivals,100.0,Uniform,400,30%,7,lhac,98.92207385211728,1.4344510365081304
arrivals,100.0,Uniform,400,30%,7,gamip,99.38191186692914,2.0495961497926727
arrivals,100.0,Uniform,400,30%,8,lhac,98.49133155044758,1.662963508558998
arrivals,100.0,Uniform,400,30%,8,gamip,98.41162552773355,1.2650456828888526
arrivals,100.0,Uniform,400,30%,9,lhac,98.22491312271426,1.2897035917720965
arrivals,100.0,Uniform,400,30%,9,gamip,99.12587575266687,1.4844924611436876
proc_noise,0.0,Uniform,200,10%,0,lhac,97.80515536985122,1.4420292120928262
proc_noise,0.0,Uniform,200,10%,0,gamip,99.98254751245679,3.3838828511280927
proc_noise,0.0,Uniform,200,10%,1,lhac,98.21114781587349,1.5037419299428234
proc_noise,0.0,Uniform,200,10%,1,gamip,98.77235901106873,2.732768105985851
proc_noise,0.0,Uniform,200,10%,2,lhac,98.85590331120741,1.4831470161784028
proc_noise,0.0,Uniform,200,10%,2,gamip,100.08661238420584,2.7117400148734965
proc_noise,0.0,Uniform,200,10%,3,lhac,98.38782889169813,1.1329684645647442
proc_noise,0.0,Uniform,200,10%,3,gamip,99.19225338135053,2.236525814364614
proc_noise,0.0,Uniform,200,10%,4,lhac,98.51134008675746,1.5792516962605503
proc_noise,0.0,Uniform,200,10%,4,gamip,98.7229329570379,2.6037777102152067
proc_noise,0.0,Uniform,200,10%,5,lhac,98.66865303129956,1.423495065299114
proc_noise,0.0,Uniform,200,10%,5,gamip,99.08435167638989,3.086854438855527
proc_noise,0.0,Uniform,200,10%,6,lhac,98.66178991857291,1.6642578783421182
proc_noise,0.0,Uniform,200,10%,6,gamip,98.51167845042828,0.45681783274165655
proc_noise,0.0,Uniform,200,10%,7,lhac,98.59279695185789,1.639674146192954
proc_noise,0.0,Uniform,200,10%,7,gamip,99.18446859207931,2.5944523667767583
proc_noise,0.0,Uniform,200,10%,8,lhac,99.07646713747909,1.6447752072738744
proc_noise,0.0,Uniform,200,10%,8,gamip,100.87156242559666,2.7290912003424364
proc_noise,0.0,Uniform,200,10%,9,lhac,98.57221600736291,1.4287405577375125
proc_noise,0.0,Uniform,200,10%,9,gamip,98.09496476800581,3.1076863389029086
proc_noise,0.0,Uniform,200,20%,0,lhac,98.51733317563415,1.0090271391468697
proc_noise,0.0,Uniform,200,20%,0,gamip,100.09756184726506,1.937761043082803
proc_noise,0.0,Uniform,200,20%,1,lhac,98.11964227842077,1.085434370886183
proc_noise,0.0,Uniform,200,20%,1,gamip,97.32629284488189,1.4336883063923036
proc_noise,0.0,Uniform,200,20%,2,lhac,98.75414093722934,1.5750305715482678
proc_noise,0.0,Uniform,200,20%,2,gamip,101.42285977946291,0.7365078512810947
proc_noise,0.0,Uniform,200,20%,3,lhac,98.29245037770893,1.0346077604426693
proc_noise,0.0,Uniform,200,20%,3,gamip,100.17815679304185,1.80256447893457
proc_noise,0.0,Uniform,200,20%,4,lhac,98.65688300832645,1.4152618208054784
proc_noise,0.0,Uniform,200,20%,4,gamip,99.42949805689263,1.5537043867855767
proc_noise,0.0,Uniform,200,20%,5,lhac,98.46094457446081,0.836978100647059
proc_noise,0.0,Uniform,200,20%,5,gamip,101.03029813795072,3.091382597764266
proc_noise,0.0,Uniform,200,20%,6,lhac,98.68522553998422,1.5682204556664647
proc_noise,0.0,Uniform,200,20%,6,gamip,98.07811391010942,1.9029952983442928
proc_noise,0.0,Uniform,200,20%,7,lhac,98.84970433102023,1.2726195232330035
proc_noise,0.0,Uniform,200,20%,7,gamip,100.81300669722192,1.993771553728709
proc_noise,0.0,Uniform,200,20%,8,lhac,98.89821683564587,1.325449440734845
proc_noise,0.0,Uniform,200,20%,8,gamip,98.01792567412151,0.6368382236068513
proc_noise,0.0,Uniform,200,20%,9,lhac,98.78465945091163,1.5161412575531812
proc_noise,0.0,Uniform,200,20%,9,gamip,98.86578327723909,1.1394949207976177
proc_noise,0.0,Uniform,200,30%,0,lhac,98.88772737576755,1.317981431551628
proc_noise,0.0,Uniform,200,30%,0,gamip,100.57796152994001,3.5076813970969365
proc_noise,0.0,Uniform,200,30%,1,lhac,99.62513516433647,1.0185775796731757
proc_noise,0.0,Uniform,200,30%,1,gamip,99.453843991827,1.4639987834530381
proc_noise,0.0,Uniform,200,30%,2,lhac,98.99267764914454,1.2025296362480873
proc_noise,0.0,Uniform,200,30%,2,gamip,100.57253437905409,2.425010165496934
proc_noise,0.0,Uniform,200,30%,3,lhac,97.61410023821043,1.4252927339335022
proc_noise,0.0,Uniform,200,30%,3,gamip,99.13141321894645,2.056298141984938
proc_noise,0.0,Uniform,200,30%,4,lhac,98.06372323468322,1.5380726957324413
proc_noise,0.0,Uniform,200,30%,4,gamip,99.9447344953599,2.905780776832844
proc_noise,0.0,Uniform,200,30%,5,lhac,97.3027456271879,1.0808934457951231
proc_noise,0.0,Uniform,200,30%,5,gamip,99.6812484869555,1.8060879827443443
proc_noise,0.0,Uniform,200,30%,6,lhac,98.12284904494298,1.5573352037870936
proc_noise,0.0,Uniform,200,30%,6,gamip,98.29417499699265,1.6946167608809188
proc_noise,0.0,Uniform,200,30%,7,lhac,98.16442215351826,0.8823078333781021
proc_noise,0.0,Uniform,200,30%,7,gamip,96.28191880891664,1.204294564267208
proc_noise,0.0,Uniform,200,30%,8,lhac,97.27273946680111,0.9926268162840963
proc_noise,0.0,Uniform,200,30%,8,gamip,97.57103827930783,2.0403493970850732
proc_noise,0.0,Uniform,200,30%,9,lhac,97.94493839702233,1.650435791670093
proc_noise,0.0,Uniform,200,30%,9,gamip,102.28419445087447,0.9757970013498614
proc_noise,0.0,Uniform,300,10%,0,lhac,98.16194279927223,1.4096991924911466
proc_noise,0.0,Uniform,300,10%,0,gamip,98.80740059622784,2.0662383777162154
proc_noise,0.0,Uniform,300,10%,1,lhac,99.38404595689028,1.6992433861498086
proc_noise,0.0,Uniform,300,10%,1,gamip,97.6572822362871,3.382419734978006
proc_noise,0.0,Uniform,300,10%,2,lhac,98.77275993855815,1.315197036238093
proc_noise,0.0,Uniform,300,10%,2,gamip,98.37209863701015,1.6809839690074817
proc_noise,0.0,Uniform,300,10%,3,lhac,98.65803880991356,0.9904751427814202
proc_noise,0.0,Uniform,300,10%,3,gamip,99.4269485413134,1.5131556191449769
proc_noise,0.0,Uniform,300,10%,4,lhac,98.3289708667108,1.4264365859260448
proc_noise,0.0,Uniform,300,10%,4,gamip,99.1187337342185,1.494973720858363
proc_noise,0.0,Uniform,300,10%,5,lhac,99.31210817848155,1.4399328424674573
proc_noise,0.0,Uniform,300,10%,5,gamip,100.10600756523289,2.5100173666009464
proc_noise,0.0,Uniform,300,10%,6,lhac,97.98923339989551,1.5596991425381415
proc_noise,0.0,Uniform,300,10%,6,gamip,98.90545274517251,3.2695567854991916
proc_noise,0.0,Uniform,300,10%,7,lhac,98.20257820373547,1.3700279093283847
proc_noise,0.0,Uniform,300,10%,7,gamip,97.01528954168847,1.264671742565697
proc_noise,0.0,Uniform,300,10%,8,lhac,98.66021472346141,1.3098633362969532
proc_noise,0.0,Uniform,300,10%,8,gamip,98.4574867533366,3.1573868164699164
proc_noise,0.0,Uniform,300,10%,9,lhac,98.85990112200385,1.119349080232636
proc_noise,0.0,Uniform,300,10%,9,gamip,98.18642765387021,2.686901341991235
proc_noise,0.0,Uniform,300,20%,0,lhac,98.97279625234259,1.5577726514198238
proc_noise,0.0,Uniform,300,20%,0,gamip,98.80532023100949,1.571087018863159
