variant,pattern,size,twotc,seed,completion,tardy
no_tlo,Uniform,200,10%,5,93.88269594324626,6.4837985993711404
no_tlo,Uniform,200,10%,6,94.46825521449382,6.633769980928422
no_tlo,Uniform,200,10%,7,93.37790738800682,3.4321157994729212
no_tlo,Uniform,200,10%,8,94.49628958586612,6.065715709799443
no_tlo,Uniform,200,10%,9,94.75013522470533,5.912707822072616
no_tlo,Uniform,200,20%,0,94.06132897351844,6.125033058646033
no_tlo,Uniform,200,20%,1,93.77509201649424,5.177627861752252
no_tlo,Uniform,200,20%,2,93.94210099411812,5.1298614217591165
no_tlo,Uniform,200,20%,3,95.08445029226904,5.405878978305206
no_tlo,Uniform,200,20%,4,93.95302029312757,6.044876021963041
no_tlo,Uniform,200,20%,5,94.86964613164429,4.936017438650272
no_tlo,Uniform,200,20%,6,94.45198701477644,5.5988150229572655
no_tlo,Uniform,200,20%,7,92.97275990555028,5.868298181348327
no_tlo,Uniform,200,20%,8,95.98900667929013,5.36456654224402
no_tlo,Uniform,200,20%,9,92.35908482757128,5.71923391747294
no_tlo,Uniform,200,30%,0,93.97119532905343,6.639187345006577
no_tlo,Uniform,200,30%,1,93.85348902870741,6.490518182667536
no_tlo,Uniform,200,30%,2,94.36157995296979,5.860195698899725
no_tlo,Uniform,200,30%,3,93.85312881751288,5.541805657703175
no_tlo,Uniform,200,30%,4,93.12636214546583,4.639139066410601
no_tlo,Uniform,200,30%,5,93.90780545521775,6.6181074411037235
no_tlo,Uniform,200,30%,6,94.03856088396877,6.763025990522625
no_tlo,Uniform,200,30%,7,94.28566291221607,6.588573153773563
no_tlo,Uniform,200,30%,8,96.22474681421832,4.62680343228024
no_tlo,Uniform,200,30%,9,93.85518645789686,5.378692238349826
no_tlo,Uniform,300,10%,0,93.25837087183534,5.147560823887286
no_tlo,Uniform,300,10%,1,94.30276997500098,5.661589314900513
no_tlo,Uniform,300,10%,2,93.49337641391605,4.922670120463563
no_tlo,Uniform,300,10%,3,93.27274191080306,4.800540357698095
no_tlo,Uniform,300,10%,4,93.61987213717121,6.7486791394552705
no_tlo,Uniform,300,10%,5,93.43204921272759,5.1984354410182565
no_tlo,Uniform,300,10%,6,95.62517470701997,6.211292687433653
no_tlo,Uniform,300,10%,7,93.53143236982083,4.365173045769317
no_tlo,Uniform,300,10%,8,94.59193744076593,4.963699883340962
no_tlo,Uniform,300,10%,9,93.88877528581156,5.653323127735113
no_tlo,Uniform,300,20%,0,94.36585243831347,5.0613453371103905
no_tlo,Uniform,300,20%,1,93.21850497677278,5.252205104593042
no_tlo,Uniform,300,20%,2,92.11804794297197,5.4873658645134515
no_tlo,Uniform,300,20%,3,93.66513408852256,5.777961989333024
no_tlo,Uniform,300,20%,4,93.52198784333437,5.624778197560783
no_tlo,Uniform,300,20%,5,94.06915616714649,4.59337206658065
no_tlo,Uniform,300,20%,6,93.9464329893296,5.581434022241786
no_tlo,Uniform,300,20%,7,94.92907558309186,6.6946181667917575
no_tlo,Uniform,300,20%,8,91.9172555277572,5.009224081152793
no_tlo,Uniform,300,20%,9,95.25965430457808,5.92379666630103
no_tlo,Uniform,300,30%,0,94.00407486435721,5.438478349566557
no_tlo,Uniform,300,30%,1,94.7486158798136,5.318101637146733
no_tlo,Uniform,300,30%,2,94.03419726771479,6.590602528889439
no_tlo,Uniform,300,30%,3,93.78460063009214,6.09719334223771
no_tlo,Uniform,300,30%,4,94.45751478237987,6.142129581325085
no_tlo,Uniform,300,30%,5,95.41294183434516,5.910155543581149
no_tlo,Uniform,300,30%,6,95.13898801165772,5.163550916270022
no_tlo,Uniform,300,30%,7,94.50854228760468,6.364085832870698
no_tlo,Uniform,300,30%,8,94.03832839641024,5.226594299916952
no_tlo,Uniform,300,30%,9,94.20293189512532,6.340492931261841
no_tlo,Uniform,400,10%,0,93.51350605436909,5.622927888781518
no_tlo,Uniform,400,10%,1,93.58305959483181,6.224595614336989
no_tlo,Uniform,400,10%,2,93.83898730291457,6.717110124470365
no_tlo,Uniform,400,10%,3,93.93209006579424,6.86799117037696
no_tlo,Uniform,400,10%,4,93.41149046211282,5.479372473142206
no_tlo,Uniform,400,10%,5,94.26972715693273,5.581889364753501
no_tlo,Uniform,400,10%,6,94.67916206517283,7.414981080812991
no_tlo,Uniform,400,10%,7,92.9492627839974,4.90951046828856
no_tlo,Uniform,400,10%,8,93.12273871723578,4.03111266452358
no_tlo,Uniform,400,10%,9,93.49084228239973,7.046389457222595
no_tlo,Uniform,400,20%,0,94.84553472455978,7.0753001396770365
no_tlo,Uniform,400,20%,1,93.54204116924807,5.935707789547513
no_tlo,Uniform,400,20%,2,94.54663124182741,7.198110576072508
no_tlo,Uniform,400,20%,3,94.11132326693337,6.249214449751865
no_tlo,Uniform,400,20%,4,94.06925418750181,6.146073168938068
no_tlo,Uniform,400,20%,5,94.32186395509063,4.998780822358912
no_tlo,Uniform,400,20%,6,92.43334747438334,5.602415680742566
no_tlo,Uniform,400,20%,7,94.53463368564996,5.907703149325977
no_tlo,Uniform,400,20%,8,93.80606475589495,6.30303103175642
no_tlo,Uniform,400,20%,9,93.9249780717426,6.121780256364745
no_tlo,Uniform,400,30%,0,94.35090981824723,4.768486416065462
no_tlo,Uniform,400,30%,1,94.0904148131888,6.899795670618933
no_tlo,Uniform,400,30%,2,93.37979779209233,6.375651748266292
no_tlo,Uniform,400,30%,3,93.52390944941668,5.489559064740329
no_tlo,Uniform,400,30%,4,93.78719762160246,5.876355707652301
no_tlo,Uniform,400,30%,5,94.0743623035933,6.096672106285699
no_tlo,Uniform,400,30%,6,94.62781113814069,6.086170386952322
no_tlo,Uniform,400,30%,7,94.94300279627353,6.900921139560476
no_tlo,Uniform,400,30%,8,92.456975296865,5.77589730828086
no_tlo,Uniform,400,30%,9,93.42389479629885,4.62161663580021
tlo_in_critic,Uniform,200,10%,0,96.9027329681225,5.585843192997191
tlo_in_critic,Uniform,200,10%,1,95.76602659400477,4.260764395340811
tlo_in_critic,Uniform,200,10%,2,94.92764165068563,5.376628081624596
tlo_in_critic,Uniform,200,10%,3,96.46364883586769,4.262401708446933
tlo_in_critic,Uniform,200,10%,4,95.2077121147546,5.176585002600164
tlo_in_critic,Uniform,200,10%,5,94.32745545614064,3.975366998839587
tlo_in_critic,Uniform,200,10%,6,95.86047536243198,4.446485121776553
tlo_in_critic,Uniform,200,10%,7,95.49920961442109,3.9779329655361364
tlo_in_critic,Uniform,200,10%,8,95.27674982470691,4.627327244127344
tlo_in_critic,Uniform,200,10%,9,96.36386312833386,3.217085415271963
tlo_in_critic,Uniform,200,20%,0,95.21982016827218,3.299625173977706
tlo_in_critic,Uniform,200,20%,1,97.02212416063621,4.275753775205255
tlo_in_critic,Uniform,200,20%,2,95.99931372721598,3.9794947203674322
tlo_in_critic,Uniform,200,20%,3,96.20560331588563,3.0690758780340284
tlo_in_critic,Uniform,200,20%,4,96.00866169604241,4.534576018465655
tlo_in_critic,Uniform,200,20%,5,95.5624338810824,5.499114147563284
tlo_in_critic,Uniform,200,20%,6,94.64474024623918,4.919772117623905
tlo_in_critic,Uniform,200,20%,7,96.23436204147161,5.103472665658135
tlo_in_critic,Uniform,200,20%,8,95.23106394441096,4.3091192894189625
tlo_in_critic,Uniform,200,20%,9,96.14250596321746,4.875460257595678
tlo_in_critic,Uniform,200,30%,0,95.20050949002365,4.389840178398566
tlo_in_critic,Uniform,200,30%,1,95.27678171296542,4.515595086111773
tlo_in_critic,Uniform,200,30%,2,95.95729188791589,5.030418725091027
tlo_in_critic,Uniform,200,30%,3,96.99830997749186,4.938413384049795
tlo_in_critic,Uniform,200,30%,4,96.51729869596898,3.9018998832096488
tlo_in_critic,Uniform,200,30%,5,95.21025290899149,4.910828436719468
tlo_in_critic,Uniform,200,30%,6,94.92482781259142,4.20837244468638
tlo_in_critic,Uniform,200,30%,7,96.82689411839257,4.104354831054152
tlo_in_critic,Uniform,200,30%,8,94.96777027998922,4.429252683443886
tlo_in_critic,Uniform,200,30%,9,96.17224259358757,4.1503575753547475
tlo_in_critic,Uniform,300,10%,0,95.3636577361913,4.631698236163986
tlo_in_critic,Uniform,300,10%,1,95.48052196105523,5.331862711435275
tlo_in_critic,Uniform,300,10%,2,96.56288880744903,4.61506495181373
tlo_in_critic,Uniform,300,10%,3,95.59403973272099,4.54223156612163
tlo_in_critic,Uniform,300,10%,4,96.62045461755307,4.28428019124528
tlo_in_critic,Uniform,300,10%,5,95.0598051369418,5.326761067438963
tlo_in_critic,Uniform,300,10%,6,96.27010044456574,5.305005362698437
tlo_in_critic,Uniform,300,10%,7,96.57955934617344,5.059946465953405
tlo_in_critic,Uniform,300,10%,8,96.45465490661792,4.075374579615045
tlo_in_critic,Uniform,300,10%,9,96.58367893469195,4.565799745072129
tlo_in_critic,Uniform,300,20%,0,96.22008573444492,4.756480862828267
tlo_in_critic,Uniform,300,20%,1,95.61616237047302,4.78545175057979
tlo_in_critic,Uniform,300,20%,2,95.65135148667905,3.663362674899956
tlo_in_critic,Uniform,300,20%,3,95.94159172842046,5.042094082468798
tlo_in_critic,Uniform,300,20%,4,96.06797632018471,4.989594062127393
tlo_in_critic,Uniform,300,20%,5,96.1307008374602,3.9665647472125336
tlo_in_critic,Uniform,300,20%,6,95.51109078285236,3.9154248142918178
tlo_in_critic,Uniform,300,20%,7,96.14563097756837,3.530093455068103
tlo_in_critic,Uniform,300,20%,8,97.06023832778412,5.4902998615490315
tlo_in_critic,Uniform,300,20%,9,96.46976442871335,4.945805272740988
tlo_in_critic,Uniform,300,30%,0,95.40555224939172,4.016541925689467
tlo_in_critic,Uniform,300,30%,1,94.43264311530245,5.072691330270969
tlo_in_critic,Uniform,300,30%,2,95.68282165442393,4.934765931968972
tlo_in_critic,Uniform,300,30%,3,95.48183949554297,4.022868618288611
tlo_in_critic,Uniform,300,30%,4,96.26510000253535,4.952569110486924
tlo_in_critic,Uniform,300,30%,5,95.88371621711775,4.803011975810666
tlo_in_critic,Uniform,300,30%,6,95.78035231092615,4.493377294781186
tlo_in_critic,Uniform,300,30%,7,97.12643182968867,4.132581944373459
tlo_in_critic,Uniform,300,30%,8,95.50183159915998,4.666153975976495
tlo_in_critic,Uniform,300,30%,9,94.5120009291563,5.144643110526522
tlo_in_critic,Uniform,400,10%,0,93.62991853691531,4.208536512072381
tlo_in_critic,Uniform,400,10%,1,95.85477221335111,3.942869368325108
tlo_in_critic,Uniform,400,10%,2,96.04129520157055,4.38073105197883
tlo_in_critic,Uniform,400,10%,3,95.59307592767189,5.074551217898894
tlo_in_critic,Uniform,400,10%,4,96.95031772019811,4.4132795251938095
tlo_in_critic,Uniform,400,10%,5,95.14559599375279,4.9246937271522135
tlo_in_critic,Uniform,400,10%,6,96.32323563985388,3.472161109313226
tlo_in_critic,Uniform,400,10%,7,96.03162653042907,4.258569443381687
tlo_in_critic,Uniform,400,10%,8,95.26867172517905,3.5612668931582796
tlo_in_critic,Uniform,400,10%,9,95.72379736783003,4.4541044269390895
tlo_in_critic,Uniform,400,20%,0,96.51909099583519,4.8053585940552725
tlo_in_critic,Uniform,400,20%,1,95.34319149497483,4.868463712442903
tlo_in_critic,Uniform,400,20%,2,95.31731479433971,3.9638509460535487
tlo_in_critic,Uniform,400,20%,3,96.31388461116576,4.261085587122078
tlo_in_critic,Uniform,400,20%,4,95.3775970467252,4.149307997346667
tlo_in_critic,Uniform,400,20%,5,96.75999096355756,3.8967317870652782
tlo_in_critic,Uniform,400,20%,6,96.20159752509856,4.075694398258613
tlo_in_critic,Uniform,400,20%,7,96.00680560062385,4.291775136873515
tlo_in_critic,Uniform,400,20%,8,95.52965644384176,5.2090053876526285
tlo_in_critic,Uniform,400,20%,9,96.3204401162705,5.886131924996964
tlo_in_critic,Uniform,400,30%,0,96.39374294265954,4.165507508007632
tlo_in_critic,Uniform,400,30%,1,95.43155156537458,5.200989348014103
tlo_in_critic,Uniform,400,30%,2,95.41922293928036,4.505017369767698
tlo_in_critic,Uniform,400,30%,3,96.2498671505266,4.22156308402158
tlo_in_critic,Uniform,400,30%,4,95.5596778741222,5.3875958552798595
tlo_in_critic,Uniform,400,30%,5,95.90320678896542,5.644521892705087
tlo_in_critic,Uniform,400,30%,6,95.44809274025373,4.405153800580942
tlo_in_critic,Uniform,400,30%,7,96.40915623150514,4.1516862329691
tlo_in_critic,Uniform,400,30%,8,95.1204837915355,4.256994331761308
tlo_in_critic,Uniform,400,30%,9,96.75722204812473,4.86144106918894
