pattern,size,twotc,seed,method,completion,tardy,runtime_sec
Right-skewed,400,20%,6,lhac,97.42863995319146,2.408499600066384,130.80379464866255
Right-skewed,400,20%,6,gamip,100.00000027018042,3.1946740208009956,15203.611197978173
Right-skewed,400,20%,7,lhac,97.65344228048117,2.5289241003201766,134.16015993132794
Right-skewed,400,20%,7,gamip,100.00000051409722,4.389056222180329,14676.2278896925
Right-skewed,400,20%,8,lhac,97.19204204655746,2.8909559914104395,140.64724748263197
Right-skewed,400,20%,8,gamip,99.99999931993109,3.8582473930098717,14272.51442325983
Right-skewed,400,20%,9,lhac,97.64725229452719,2.4962230133766954,102.71357003386413
Right-skewed,400,20%,9,gamip,100.00000054267011,4.199066701251501,14349.737729157534
Right-skewed,400,30%,0,lhac,95.83219948712902,3.189003363092441,174.5782289769117
Right-skewed,400,30%,0,gamip,99.00238489814929,4.876319525697353,-2268.720687176028
Right-skewed,400,30%,1,lhac,96.29702563933093,3.3792732390186058,104.8797842406031
Right-skewed,400,30%,1,gamip,99.2539506677601,5.188726987524803,4946.674690819637
Right-skewed,400,30%,2,lhac,94.96672622435023,3.7926052184577865,151.90768001651244
Right-skewed,400,30%,2,gamip,98.53973882063386,4.314162929273322,13223.429323629001
Right-skewed,400,30%,3,lhac,96.10519565173007,4.39913743621584,140.05031331229662
Right-skewed,400,30%,3,gamip,99.93997626315257,4.696571537224723,13987.703446743846
Right-skewed,400,30%,4,lhac,96.36031687705555,3.755216036396214,147.58829604500735
Right-skewed,400,30%,4,gamip,96.2807094528888,4.992887388274305,12500.232051823372
Right-skewed,400,30%,5,lhac,95.90623965894724,4.266587440349044,121.85025272002744
Right-skewed,400,30%,5,gamip,99.18171052869869,4.565032227631172,12507.305828156566
Right-skewed,400,30%,6,lhac,96.06279501532066,3.0726402327788844,153.91419578580349
Right-skewed,400,30%,6,gamip,97.92857881524029,5.281744125531816,8428.713601380216
Right-skewed,400,30%,7,lhac,95.7534921069822,3.4826219775345875,116.53637380684061
Right-skewed,400,30%,7,gamip,99.01205966253754,4.212785018060422,86.33819393689737
Right-skewed,400,30%,8,lhac,96.64976875267652,3.6328771186994917,146.8083552076559
Right-skewed,400,30%,8,gamip,98.40927048514509,4.901193851752447,11322.604354751886
Right-skewed,400,30%,9,lhac,96.16688065830398,3.7964712164375274,155.35186096258414
Right-skewed,400,30%,9,gamip,100.70292233050016,4.243997590703404,8232.572626318051
Left-skewed,200,10%,0,lhac,100.00000065732334,0.22501807704446108,25.34422711249453
Left-skewed,200,10%,0,gamip,99.99999931464676,0.5370542687869021,373.6558983231322
Left-skewed,200,10%,1,lhac,100.00000183010522,0.2261312555721686,24.205213147042254
Left-skewed,200,10%,1,gamip,99.99999976658843,0.6450192398837146,252.1775460440344
Left-skewed,200,10%,2,lhac,99.9999996827268,0.18016380735598375,20.71355909957063
Left-skewed,200,10%,2,gamip,99.99999858952445,0.4215569685196162,258.9672181232034
Left-skewed,200,10%,3,lhac,100.00000095652442,0.23453831408297676,23.76403720697896
Left-skewed,200,10%,3,gamip,100.00000077249663,0.5951965494723,225.07914727962418
Left-skewed,200,10%,4,lhac,99.999998839341,0.21980271603821483,31.649657271765694
Left-skewed,200,10%,4,gamip,100.0000002138272,0.4460965715343757,122.41059694697945
Left-skewed,200,10%,5,lhac,99.99999856645947,0.16703227174157195,23.715930448801977
Left-skewed,200,10%,5,gamip,99.99999863555948,0.4313687573232157,432.2754301043276
Left-skewed,200,10%,6,lhac,99.99999903070952,0.19775580737225862,23.226017131082195
Left-skewed,200,10%,6,gamip,100.00000081379363,0.5413971682559638,228.71649912613762
Left-skewed,200,10%,7,lhac,100.00000035609924,0.15191726132274613,28.076158310658467
Left-skewed,200,10%,7,gamip,100.00000135390319,0.5799590115309723,-44.43912709111362
Left-skewed,200,10%,8,lhac,99.9999997899544,0.11534704486706242,31.2386635976843
Left-skewed,200,10%,8,gamip,100.00000122245865,0.5040288408591216,221.53202127158139
Left-skewed,200,10%,9,lhac,100.00000144991832,0.22569077647742433,23.18655120675165
Left-skewed,200,10%,9,gamip,100.00000164751803,0.4379137453308624,410.46921032317607
Left-skewed,200,20%,0,lhac,100.00000027884722,0.41406141684618636,22.980607052536833
Left-skewed,200,20%,0,gamip,99.99999896500586,1.120321985078981,168.45798181082665
Left-skewed,200,20%,1,lhac,99.99999989616492,0.48158496153539093,22.131457189761484
Left-skewed,200,20%,1,gamip,100.00000055472597,1.1167763256389422,-12.075938593956181
Left-skewed,200,20%,2,lhac,100.00000144556113,0.6151562389430132,25.366465567855357
Left-skewed,200,20%,2,gamip,99.9999998028957,1.2227553122056813,140.2735573183026
Left-skewed,200,20%,3,lhac,100.00000043953806,0.4774291888743474,16.133776153118642
Left-skewed,200,20%,3,gamip,100.00000044248648,0.8337815134493745,297.0866924663175
Left-skewed,200,20%,4,lhac,100.00000013572925,0.41520814509977494,21.897266806408
Left-skewed,200,20%,4,gamip,99.99999994786229,0.7488630359774443,294.1437315094006
Left-skewed,200,20%,5,lhac,99.99999966579088,0.45042680504625077,21.692624695057955
Left-skewed,200,20%,5,gamip,99.99999909765117,1.066059390937918,191.26613288998982
Left-skewed,200,20%,6,lhac,99.99999924334506,0.5157079555131104,24.376739910369494
Left-skewed,200,20%,6,gamip,100.0000001954747,0.9779650044879203,296.77359440010673
Left-skewed,200,20%,7,lhac,100.00000063625625,0.48654225286485714,28.730180279365634
Left-skewed,200,20%,7,gamip,99.99999921490028,1.215934233129018,401.81544771274423
Left-skewed,200,20%,8,lhac,100.00000016860243,0.4484044337871637,18.447947668124662
Left-skewed,200,20%,8,gamip,99.99999829087342,0.9625580278235342,456.98495204139886
Left-skewed,200,20%,9,lhac,99.99999891808915,0.3194317441945046,22.753858215206307
Left-skewed,200,20%,9,gamip,100.00000087280539,1.0561768361053199,348.95971575521753
Left-skewed,200,30%,0,lhac,99.44381445052709,0.6202924954897111,28.827047667787763
Left-skewed,200,30%,0,gamip,100.00000058716144,1.202024205048052,228.57240107704615
Left-skewed,200,30%,1,lhac,99.33064569020414,0.7133910202774325,27.829219398081012
Left-skewed,200,30%,1,gamip,100.00000094627066,1.6199600703685393,258.1556123095004
Left-skewed,200,30%,2,lhac,99.52992373649293,0.682068189904783,30.252399883810583
Left-skewed,200,30%,2,gamip,99.9999996085754,1.262770543861331,108.69448751522671
Left-skewed,200,30%,3,lhac,99.49091002580757,0.8106600090223388,26.198896669097664
Left-skewed,200,30%,3,gamip,99.99999886917931,1.5821366791482006,199.162876476139
Left-skewed,200,30%,4,lhac,99.44165437835804,0.820307844072855,23.350588362712955
Left-skewed,200,30%,4,gamip,99.99999992024944,0.888626980584197,210.79267055766013
Left-skewed,200,30%,5,lhac,99.42902228332001,0.9600350238700172,21.6881256528477
Left-skewed,200,30%,5,gamip,99.99999896501946,1.2633391859580971,267.0554190483105
Left-skewed,200,30%,6,lhac,99.5079522319707,0.912075382665354,30.456406830567428
Left-skewed,200,30%,6,gamip,100.0000007212346,1.0768454168092099,145.3065343714172
Left-skewed,200,30%,7,lhac,99.54251119360364,0.992547096838716,10.747860990197655
Left-skewed,200,30%,7,gamip,100.00000027274915,1.0546820069666745,130.36408513036793
Left-skewed,200,30%,8,lhac,99.50936041367002,0.8876895288425621,19.379681080713063
Left-skewed,200,30%,8,gamip,99.99999987454127,1.2288331945423874,122.00592230502424
Left-skewed,200,30%,9,lhac,99.40755943569616,0.8011176374871541,23.867750699654554
Left-skewed,200,30%,9,gamip,100.00000007491397,0.9683584090118689,433.6134883956418
Left-skewed,300,10%,0,lhac,98.94470354745606,0.8456649630573861,73.80536138784768
Left-skewed,300,10%,0,gamip,100.00000133936946,1.9083468516184452,386.0006523777657
Left-skewed,300,10%,1,lhac,98.94639187966833,0.945579396885398,81.34492197708491
Left-skewed,300,10%,1,gamip,100.0000012783562,1.7762100134150314,168.32738987354708
Left-skewed,300,10%,2,lhac,99.34011338767557,0.8557391988000015,59.67590924867087
Left-skewed,300,10%,2,gamip,99.99999863621191,1.9598795096028905,54.29468920250417
Left-skewed,300,10%,3,lhac,99.11691757844861,1.2053190563528449,59.33491175402858
Left-skewed,300,10%,3,gamip,100.00000014119658,2.109163213490372,467.39260010661803
Left-skewed,300,10%,4,lhac,99.00075366207838,1.0982087649341725,60.11245878607498
Left-skewed,300,10%,4,gamip,99.99999996677926,1.5827494846587542,197.04544140674938
Left-skewed,300,10%,5,lhac,98.92944797070994,0.9127277617197453,83.97387949905084
Left-skewed,300,10%,5,gamip,99.99999954712504,1.8333850230404565,-0.13535881744331846
Left-skewed,300,10%,6,lhac,99.14607607383762,1.0384759507047325,51.39893665052148
Left-skewed,300,10%,6,gamip,99.99999969884634,2.0520551412477297,313.12660924637095
Left-skewed,300,10%,7,lhac,98.70225093883414,1.109156142127609,67.89199433040375
Left-skewed,300,10%,7,gamip,99.99999869768678,1.8031871391222412,456.1773107181281
Left-skewed,300,10%,8,lhac,98.9095679971992,0.8728570044500955,70.36741607742542
Left-skewed,300,10%,8,gamip,100.00000039390069,1.507057715613299,267.0696386824701
Left-skewed,300,10%,9,lhac,98.86582699074481,1.0662597396254838,80.98781052020026
Left-skewed,300,10%,9,gamip,99.99999977252943,2.141577869038189,270.90711563773925
Left-skewed,300,20%,0,lhac,98.12153471381157,1.914937599777284,86.17300836653611
Left-skewed,300,20%,0,gamip,99.43941499813575,3.4189566950189625,141.82527113156937
Left-skewed,300,20%,1,lhac,98.37050843942293,1.9152044014727563,76.30341057527392
Left-skewed,300,20%,1,gamip,99.65504739195453,3.020182024453275,478.31779302086176
Left-skewed,300,20%,2,lhac,97.69348025209432,1.834271000356712,82.51521699570428
Left-skewed,300,20%,2,gamip,99.64785252522957,3.293420249968082,628.3204459842291
Left-skewed,300,20%,3,lhac,97.95741665921409,1.5546315703512041,77.3112975846385
Left-skewed,300,20%,3,gamip,99.65560454815935,2.865484864571716,614.2192511527953
Left-skewed,300,20%,4,lhac,98.17800715928671,2.015072932584761,91.42393989467763
Left-skewed,300,20%,4,gamip,99.53300124369547,2.8532119138158123,232.15670391573897
Left-skewed,300,20%,5,lhac,97.79074749339719,1.431177213906139,82.42182755428307
Left-skewed,300,20%,5,gamip,99.6828718815432,2.7057276530938505,203.81404769758365
Left-skewed,300,20%,6,lhac,98.20007844391372,1.6335316999061573,75.0127400296365
Left-skewed,300,20%,6,gamip,99.52772644946116,3.0809806799574706,284.51347367837485
Left-skewed,300,20%,7,lhac,98.07315659167253,1.9553772649507073,81.91771992649421
Left-skewed,300,20%,7,gamip,99.2431822995428,2.5838365288899396,534.4156327636175
Left-skewed,300,20%,8,lhac,98.13700323023014,2.1050027498452017,74.59187532668082
Left-skewed,300,20%,8,gamip,100.06756388453881,2.623185924069142,182.35610522098605
Left-skewed,300,20%,9,lhac,98.03988789656373,1.7112523724087625,73.33267962615933
Left-skewed,300,20%,9,gamip,99.25790867720524,2.7726423514576553,433.83639029363485
Left-skewed,300,30%,0,lhac,95.29848533494206,2.3545807424122005,92.86697687743407
Left-skewed,300,30%,0,gamip,99.3056288585559,3.1767495383390334,438.95751887047595
Left-skewed,300,30%,1,lhac,96.27498657769068,2.9419118989309325,79.08916371332697
Left-skewed,300,30%,1,gamip,98.65786158567525,3.150625988937152,485.98072077305517
Left-skewed,300,30%,2,lhac,95.71087163893077,2.7997756607049182,70.2686307499907
Left-skewed,300,30%,2,gamip,97.96937626479807,3.77057935706137,446.443180231509
Left-skewed,300,30%,3,lhac,95.88220959938944,2.143968912617337,85.75795279202191
Left-skewed,300,30%,3,gamip,98.36144134829676,3.239005014623791,194.73783578900506
Left-skewed,300,30%,4,lhac,96.75933144401331,2.625375341219782,63.926137589718984
Left-skewed,300,30%,4,gamip,98.13779266334438,3.282563263979842,564.1002202179
Left-skewed,300,30%,5,lhac,96.49985709897884,2.138648645959689,90.14816937735655
Left-skewed,300,30%,5,gamip,99.4741383614072,3.5586033448532226,241.06618430186853
Left-skewed,300,30%,6,lhac,96.31768419745477,2.278462730025574,60.940684086193
Left-skewed,300,30%,6,gamip,98.17663116080874,3.2038572066992135,127.67409530858015
Left-skewed,300,30%,7,lhac,95.62250315596327,2.1250868801283382,63.63379199661085
Left-skewed,300,30%,7,gamip,99.12858788523702,2.866677272202243,302.6621792063062
Left-skewed,300,30%,8,lhac,95.90830105295412,2.994465326272122,86.77750711227979
Left-skewed,300,30%,8,gamip,98.60420143850615,4.263237122539588,322.9247619217818
Left-skewed,300,30%,9,lhac,96.15299336916125,2.4406606592516145,76.6473666309017
Left-skewed,300,30%,9,gamip,97.27442578244882,3.009895935805882,406.76702124646715
Left-skewed,400,10%,0,lhac,97.20093381023175,2.1995690236122813,139.26520353507658
Left-skewed,400,10%,0,gamip,98.7511157741075,3.2455049656115507,371.8886137866707
Left-skewed,400,10%,1,lhac,97.67757528826388,1.7521867826620219,133.29942348125724
Left-skewed,400,10%,1,gamip,99.18155181111052,3.2968343525157993,302.58134362756016
Left-skewed,400,10%,2,lhac,97.55637431686833,2.2333987894168104,103.32840097257382
Left-skewed,400,10%,2,gamip,99.26757442457625,2.781881061893379,622.5786810351676
Left-skewed,400,10%,3,lhac,97.30394777048559,1.962614613476443,154.41414810265974
Left-skewed,400,10%,3,gamip,99.14914073926828,2.785645918117933,462.40075209507665
Left-skewed,400,10%,4,lhac,97.45311133029342,2.070414893739991,125.40489812473335
Left-skewed,400,10%,4,gamip,98.35157781890602,3.2482230527516416,30.866160941776798
Left-skewed,400,10%,5,lhac,97.11922100706774,2.002771206087405,119.08463451175854
Left-skewed,400,10%,5,gamip,99.38409811744845,2.9739953904610026,499.4985175863071
Left-skewed,400,10%,6,lhac,97.71621728311274,2.1156672002163397,131.98908669803012
Left-skewed,400,10%,6,gamip,98.35171254371969,3.2756479665818645,335.6861273942951
Left-skewed,400,10%,7,lhac,97.36933251103147,1.8029287207528406,129.4348700826103
Left-skewed,400,10%,7,gamip,98.33456686275271,3.1541403478283425,639.8875992525391
Left-skewed,400,10%,8,lhac,96.85650452550252,2.154854928525823,127.61613373513177
Left-skewed,400,10%,8,gamip,99.26733131013529,3.1431838753584938,353.8377218683694
Left-skewed,400,10%,9,lhac,97.36767679297343,2.213435201905233,136.94037198005512
Left-skewed,400,10%,9,gamip,98.33815543109479,3.1048230225243647,373.89016257555437
Left-skewed,400,20%,0,lhac,95.00033759877279,3.240047666935604,111.50381176422624
Left-skewed,400,20%,0,gamip,97.23842777936805,4.847367373751872,9409.209548800143
Left-skewed,400,20%,1,lhac,94.98935875958587,3.0816130069031016,112.07325502577844
Left-skewed,400,20%,1,gamip,96.91059332523236,4.5726341691681185,3073.0754990029773
Left-skewed,400,20%,2,lhac,95.52420716248245,2.5821237955390584,182.24337506985054
Left-skewed,400,20%,2,gamip,97.73670669413939,4.454637647312245,6344.653428115708
Left-skewed,400,20%,3,lhac,95.72463727187719,3.139765527404482,150.99092335386976
Left-skewed,400,20%,3,gamip,98.35706750594406,4.969659828439779,640.3834278418326
Left-skewed,400,20%,4,lhac,95.83794263895251,2.700312491165855,157.99855792114906
Left-skewed,400,20%,4,gamip,97.23977645953491,4.061751160510578,6668.763975178141
Left-skewed,400,20%,5,lhac,95.69468980176238,2.702325996472365,130.89681841915143
Left-skewed,400,20%,5,gamip,97.28223573797065,4.222283624473063,6091.748627356121
Left-skewed,400,20%,6,lhac,95.38015540016714,3.033936785453617,129.51655738509274
Left-skewed,400,20%,6,gamip,97.81426237554385,4.135648622857247,1682.1870527847714
Left-skewed,400,20%,7,lhac,95.02418753101861,3.2916234544404883,102.64241384670615
Left-skewed,400,20%,7,gamip,97.29264511953049,5.082563863802657,6626.424977293036
Left-skewed,400,20%,8,lhac,95.6786493987987,2.952783223658962,163.11512335048562
Left-skewed,400,20%,8,gamip,96.75890194182148,4.723896430615856,988.9098016198486
Left-skewed,400,20%,9,lhac,95.80570116030646,2.875572854711692,143.26081675085496
Left-skewed,400,20%,9,gamip,98.1460494467163,4.661791652887537,6648.04000101075
Left-skewed,400,30%,0,lhac,93.98069153117812,3.89708720168187,167.62529098501588
Left-skewed,400,30%,0,gamip,96.1610782590572,5.591595378656644,4513.10534634686
Left-skewed,400,30%,1,lhac,92.19832915684518,4.575214338147887,139.84160935238828
Left-skewed,400,30%,1,gamip,95.87164629252146,5.577635306977093,6321.171477418928
Left-skewed,400,30%,2,lhac,92.85880467459465,3.8221025132835793,123.29895203258424
Left-skewed,400,30%,2,gamip,98.91017384692104,4.996694526921337,9153.947830652241
Left-skewed,400,30%,3,lhac,92.39655268614695,4.207366518369778,108.97232083946774
Left-skewed,400,30%,3,gamip,96.0267175857795,5.789207939469471,6219.935842596928
Left-skewed,400,30%,4,lhac,92.6318247358993,4.6858027789268855,144.69746321095423
Left-skewed,400,30%,4,gamip,95.26110760432466,5.799140893488249,6484.789443230778
Left-skewed,400,30%,5,lhac,93.51874247563731,3.941885011004198,134.1851431686113
Left-skewed,400,30%,5,gamip,97.1798492551285,5.560756729589163,10661.147864429673
Left-skewed,400,30%,6,lhac,91.58309226117748,4.883655091912195,132.76251859411738
Left-skewed,400,30%,6,gamip,94.68275810394243,5.515681364767047,6890.365724752616
Left-skewed,400,30%,7,lhac,93.60859963201446,3.822646100445571,114.24471967268381
Left-skewed,400,30%,7,gamip,96.35675916797388,5.291800533066267,9322.580670756226
Left-skewed,400,30%,8,lhac,91.97776455133179,4.445254530464161,149.14052155609704
Left-skewed,400,30%,8,gamip,98.40331974527055,4.606168362950586,8255.275391542922
Left-skewed,400,30%,9,lhac,93.65477635492762,3.444482183876741,169.71642717034194
Left-skewed,400,30%,9,gamip,96.47225233401701,6.24279689912238,9149.759899405846
